Ind,Pop,aest01_1,aest06_1,aest07_1,aest10_1,aest15_1,aest18_1,aest24_1,aest25_1,aest26_1,aest28_1,aest29_1,aest31_1,aest35_1,aest36_1
FREI76,FRE_3_2015,236,230,266,294,317,136,304,137,157,0,204,0,152,326
FREI79,FRE_10_2015,0,230,266,295,317,136,304,137,157,0,204,318,152,326
FREI89,FRE_7_2016,236,230,266,0,317,136,304,137,157,401,204,0,152,326
FRIC1,FRI_10_2013,236,218,261,295,312,160,298,128,157,359,211,313,148,322
FRIC10,FRI_10_2013,236,236,256,295,312,160,298,128,175,389,216,308,148,326
FRIC103,FRI_10_2017,236,236,261,280,312,160,298,128,157,389,211,308,148,322
FRIC128,FRI_11_2017,236,218,261,295,312,160,298,128,142,359,216,313,148,322
FRIC13,FRI_10_2013,236,236,256,295,312,160,298,128,175,389,216,318,148,326
FRIC21,FRI_10_2013,0,236,256,295,312,160,298,128,175,389,216,0,148,326
FRIC28,FRI_10_2013,0,236,256,295,312,160,298,128,175,389,211,308,148,326
FRIC30,FRI_10_2013,236,236,256,295,312,160,298,128,175,389,216,313,148,326
FRIC39,FRI_11_2013,236,218,256,280,312,160,298,128,142,359,211,308,148,326
FRIC42,FRI_11_2013,236,218,256,295,312,160,298,128,175,359,216,308,148,326
FRIC58,FRI_9_2014,254,218,256,290,312,144,295,128,142,356,216,318,148,322
FRIC59,FRI_1_2015,260,230,266,0,317,140,295,137,157,401,209,313,152,326
FRIC60,FRI_1_2015,260,230,266,294,317,140,295,137,157,401,209,313,152,326
FRIC73,FRI_11_2016,0,236,256,295,312,160,0,128,175,0,216,308,148,326
FRIC8,FRI_10_2013,0,236,256,295,312,160,298,128,175,389,216,308,148,326
FRIC80,FRI_9_2017,260,236,266,294,317,136,304,137,157,401,204,313,152,342
GEN005,GEN_1_2020,242,218,256,290,312,144,298,122,142,359,216,300,148,322
GEN001,GEN_8_2020,242,236,261,290,312,144,298,128,145,359,211,308,148,322
KON1,KON_9_2013,260,218,261,290,312,144,301,128,142,353,216,308,148,326
KON10,KON_10_2014,236,218,261,290,312,144,301,128,142,353,216,308,148,326
KON100,KON_12_2016,236,218,261,280,312,144,301,128,145,353,216,308,148,326
KON101,KON_12_2016,0,224,261,290,312,144,298,128,145,353,216,308,152,326
KON102,KON_12_2016,236,218,261,290,312,144,301,128,145,353,216,308,148,326
KON103,KON_2_2017,0,218,261,280,312,144,298,128,145,353,216,308,148,326
KON104,KON_2_2017,0,218,261,280,312,144,301,128,145,353,216,308,148,326
KON106,KON_2_2017,0,218,261,290,312,144,298,128,178,353,216,0,148,326
KON108,KON_2_2017,0,224,261,290,312,144,298,128,145,353,216,0,152,326
KON11,KON_10_2014,242,218,261,290,312,140,298,128,145,353,216,308,148,322
KON110,KON_7_2017,0,218,261,290,312,140,298,128,145,0,216,0,152,0
KON112,KON_7_2017,0,218,0,290,312,144,298,128,145,353,216,0,152,326
KON114,KON_7_2017,0,218,261,290,312,144,298,128,145,353,216,308,152,326
KON115,KON_7_2017,0,218,261,290,312,144,298,128,145,353,216,0,152,326
KON117,KON_9_2017,0,218,261,290,312,144,301,128,142,353,216,308,148,326
KON118,KON_9_2017,236,218,261,290,312,144,301,128,142,353,216,0,148,326
KON124,KON_9_2017,0,218,261,290,312,144,301,122,145,353,216,0,148,326
KON125,KON_9_2017,242,218,261,290,312,144,298,128,178,353,216,308,148,322
KON127,KON_9_2017,248,218,261,280,312,144,298,128,145,353,216,308,148,326
KON129,KON_10_2017,236,218,256,290,312,144,295,128,145,359,216,318,148,326
KON131,KON_10_2017,0,218,261,280,312,144,301,128,142,359,216,308,148,326
KON135,KON_11_2017,236,224,261,290,312,140,301,128,145,353,216,308,148,326
KON14,KON_11_2014,236,224,261,290,312,144,301,128,145,353,216,308,148,326
KON143,KON_7_2018,0,218,261,290,312,144,301,128,142,353,216,0,148,326
KON15,KON_11_2014,242,224,261,290,312,144,298,128,145,353,216,308,148,326
KON153,KON_9_2018,236,218,261,290,312,144,301,122,145,353,216,308,148,326
KON159,KON_9_2018,236,218,261,290,312,144,301,128,145,353,211,308,148,326
KON163,KON_9_2018,0,218,261,290,312,144,301,128,145,353,211,308,148,326
KON166,KON_10_2018,236,218,261,290,312,144,301,128,178,353,216,308,148,326
KON170,KON_10_2018,0,218,261,280,312,140,298,128,178,353,216,300,148,322
KON18,KON_12_2014,236,224,261,290,312,144,298,128,145,353,216,308,152,326
KON181,KON_10_2018,254,218,261,280,312,140,298,128,178,353,216,300,148,322
KON188,KON_7_2019,248,218,261,290,312,144,298,128,145,353,216,308,152,326
KON19,KON_12_2014,242,224,261,290,312,144,298,128,145,353,216,308,152,326
KON192,KON_8_2019,0,218,261,280,312,144,298,128,145,353,216,0,148,326
KON199,KON_10_2019,242,218,261,290,312,144,298,128,145,353,216,308,148,322
KON2,KON_11_2013,233,218,261,290,312,144,322,128,142,353,216,0,148,326
KON200,KON_10_2019,236,218,261,290,312,140,298,128,145,359,216,308,152,322
KON241,KON_11_2020,242,224,261,290,312,144,298,128,145,353,216,308,148,322
KON29,KON_9_2016,0,224,261,280,312,144,298,128,178,353,216,0,152,322
KON4,KON_11_2013,236,218,261,280,312,144,301,128,142,353,216,308,148,326
KON45,KON_10_2016,0,224,261,290,312,144,298,128,145,353,216,0,152,0
KON5,KON_12_2013,236,218,261,290,312,144,301,128,142,0,216,0,148,326
KON50,KON_10_2016,0,224,261,290,312,144,301,128,145,353,216,0,148,326
KON66,KON_10_2016,0,218,261,290,0,144,0,128,142,353,216,0,148,326
KON7,KON_9_2014,236,212,256,290,302,144,301,128,172,0,0,308,144,314
KON73,KON_11_2016,0,218,261,280,312,144,301,128,145,353,216,0,148,326
KON80,KON_11_2016,0,218,261,290,312,144,0,128,142,353,216,0,148,326
KON98,KON_12_2016,236,218,261,290,312,144,298,128,145,353,216,308,148,326
NEUCH1,NEU_8_2013,302,218,261,280,312,144,298,128,178,353,211,318,148,326
NEUCH10,NEU_10_2014,248,218,261,280,312,144,298,128,178,353,211,318,148,326
NEUCH11,NEU_11_2014,248,218,261,280,312,144,298,128,178,353,204,318,148,326
NEUCH12,NEU_10_2015,236,218,261,280,312,140,298,122,178,353,211,318,148,326
NEUCH14,NEU_8_2016,0,218,261,280,312,144,298,128,178,353,211,318,148,326
NEUCH26,NEU_9_2016,242,218,256,290,312,140,295,128,145,356,211,318,148,326
NEUCH3,NEU_10_2013,247,218,261,280,312,144,298,0,178,0,211,0,148,322
NEUCH4,NEU_11_2013,248,218,261,280,312,140,298,128,178,353,211,318,148,326
NEUCH47,NEU_9_2020,248,218,261,290,312,144,298,128,178,353,216,318,148,326
NEUCH7,NEU_12_2013,0,218,261,0,312,144,298,128,178,353,211,318,148,326
NEUCH9,NEU_10_2014,236,218,261,280,312,140,298,122,178,0,211,318,148,326
RIETH1,RIE_3_2011,236,218,261,290,312,144,298,128,178,356,216,318,148,326
RIETH10,RIE_8_2011,242,218,261,290,312,144,292,128,178,356,211,313,148,326
RIETH11,RIE_8_2011,242,224,261,280,312,160,295,128,178,383,211,308,148,326
RIETH12,RIE_8_2011,242,218,261,290,312,164,292,128,157,356,211,313,148,326
RIETH13,RIE_10_2011,236,224,261,290,312,140,298,128,145,389,211,313,148,326
RIETH14,RIE_10_2011,236,218,261,295,312,140,292,122,145,356,211,313,148,326
RIETH16,RIE_11_2011,248,224,261,280,312,160,295,128,178,383,211,308,148,326
RIETH17,RIE_11_2011,236,218,261,290,312,144,292,122,178,389,211,313,148,326
RIETH18,RIE_11_2011,236,224,261,295,312,140,292,122,145,392,211,313,148,326
RIETH19,RIE_12_2011,242,236,256,280,312,160,298,128,178,356,211,313,148,326
RIETH2,RIE_3_2011,242,218,261,295,312,144,298,122,145,359,211,318,148,326
RIETH24,RIE_3_2012,242,218,261,290,312,140,292,122,145,392,211,313,148,326
RIETH25,RIE_10_2012,248,218,261,290,312,164,292,128,157,356,211,313,148,326
RIETH26,RIE_11_2012,236,218,261,280,312,160,292,122,178,359,211,308,148,326
RIETH27,RIE_11_2012,236,218,261,290,312,140,292,122,178,392,211,313,148,326
RIETH28,RIE_11_2012,242,218,261,295,312,144,292,122,163,359,211,313,148,326
RIETH29,RIE_11_2012,236,218,261,290,312,140,292,122,145,392,216,313,148,326
RIETH3,RIE_3_2011,242,236,261,280,312,144,298,122,142,389,211,313,148,326
RIETH30,RIE_12_2012,242,218,261,290,312,160,313,128,178,392,211,308,148,322
RIETH36,RIE_2_2013,236,218,261,290,312,140,292,128,145,356,211,313,148,326
RIETH38,RIE_3_2013,236,224,261,295,312,140,292,122,142,392,211,313,148,326
RIETH39,RIE_10_2013,242,236,256,290,312,160,292,128,145,356,211,308,148,322
RIETH4,RIE_3_2011,242,218,261,280,312,160,298,128,178,356,216,313,148,326
RIETH40,RIE_10_2013,236,224,261,280,312,164,298,128,145,353,216,308,148,326
RIETH41,RIE_10_2013,242,218,261,290,312,140,292,122,145,353,211,313,148,326
RIETH44,RIE_11_2013,248,218,261,290,312,164,292,128,157,356,211,313,144,326
RIETH45,RIE_12_2013,236,218,261,290,312,140,292,122,145,392,211,313,148,326
RIETH46,RIE_12_2013,0,218,261,280,312,160,298,128,178,356,216,313,144,326
RIETH48,RIE_12_2013,242,218,256,290,312,164,298,122,157,392,211,313,148,326
RIETH49,RIE_1_2014,0,218,256,280,312,144,298,128,145,353,216,308,148,322
RIETH51,RIE_1_2014,236,218,261,290,312,140,292,122,142,392,211,318,148,326
RIETH53,RIE_2_2014,248,218,261,295,312,144,298,128,175,359,211,300,148,326
RIETH54,RIE_9_2014,236,224,261,280,312,160,295,128,178,383,211,308,148,326
RIETH59,RIE_11_2014,236,218,256,295,312,140,292,122,142,353,211,313,148,326
RIETH6,RIE_4_2011,242,218,261,280,312,144,298,122,145,356,216,313,148,326
RIETH62,RIE_1_2015,242,224,256,290,312,144,295,128,145,353,211,313,148,326
RIETH63,RIE_1_2015,236,218,261,290,312,144,292,128,157,356,211,0,148,326
RIETH64,RIE_1_2015,236,218,261,290,312,140,292,122,178,389,211,318,148,326
RIETH65,RIE_2_2015,248,218,256,295,312,144,298,128,178,359,211,313,148,326
RIETH66,RIE_10_2015,0,218,261,290,312,144,292,128,178,356,211,0,148,326
RIETH67,RIE_12_2015,242,218,261,295,312,144,292,122,163,356,211,313,148,326
RIETH8,RIE_6_2011,242,218,261,295,312,160,298,122,142,392,211,313,148,326
RIETH9,RIE_7_2011,242,218,261,0,312,144,292,128,178,356,211,313,148,326
SCHLIDR1,SCD_7_2012,254,218,261,295,312,144,298,122,157,389,211,308,148,322
SCHLIDR10,SCD_9_2012,236,218,256,290,312,160,298,122,145,359,211,308,148,326
SCHLIDR105,SCD_10_2016,236,224,261,295,312,160,298,128,178,353,211,308,148,322
SCHLIDR107,SCD_10_2016,254,218,261,290,312,144,298,122,178,0,211,318,152,322
SCHLIDR109,SCD_10_2016,254,218,256,290,312,160,298,122,178,353,216,313,148,322
SCHLIDR11,SCD_9_2012,242,218,256,290,312,160,298,122,145,359,211,308,148,326
SCHLIDR12,SCD_9_2012,254,218,256,295,312,144,298,122,157,389,211,308,148,322
SCHLIDR121,SCD_12_2016,254,218,261,290,312,160,298,122,178,353,211,313,152,326
SCHLIDR13,SCD_9_2012,254,218,261,290,312,144,298,122,157,353,211,313,144,322
SCHLIDR14,SCD_9_2012,254,218,261,295,312,144,298,122,157,389,216,308,148,322
SCHLIDR15,SCD_9_2012,254,218,261,290,312,160,298,122,178,353,211,313,152,322
SCHLIDR16,SCD_9_2012,242,218,256,290,312,160,298,122,145,389,211,308,148,326
SCHLIDR17,SCD_10_2012,242,218,261,290,312,144,298,122,157,359,211,318,144,322
SCHLIDR19,SCD_10_2012,242,218,256,290,312,160,298,122,157,359,211,308,148,322
SCHLIDR2,SCD_9_2012,254,218,261,295,312,144,298,122,157,356,211,318,148,322
SCHLIDR20,SCD_10_2012,254,218,256,290,312,160,298,122,145,389,211,308,148,326
SCHLIDR21,SCD_11_2012,254,218,261,295,312,144,298,122,157,353,211,318,148,322
SCHLIDR22,SCD_11_2012,0,218,256,290,312,160,298,122,178,359,216,313,148,322
SCHLIDR23,SCD_11_2012,242,218,256,290,312,160,298,122,178,389,211,308,148,326
SCHLIDR24,SCD_11_2012,254,218,261,295,312,144,298,122,157,389,211,308,144,322
SCHLIDR25,SCD_11_2012,242,218,256,295,312,160,298,122,142,389,211,308,144,326
SCHLIDR26,SCD_11_2012,242,218,256,290,312,160,298,122,178,353,216,308,148,322
SCHLIDR27,SCD_11_2012,254,218,256,290,312,160,298,122,178,353,211,313,144,326
SCHLIDR29,SCD_8_2013,0,218,261,295,312,144,298,122,157,389,211,308,148,322
SCHLIDR3,SCD_9_2012,254,218,261,295,312,144,298,122,157,389,211,308,148,314
SCHLIDR30,SCD_8_2013,254,218,256,290,312,160,298,122,178,353,211,308,148,322
SCHLIDR31,SCD_8_2013,0,218,256,290,312,144,295,122,142,389,216,308,148,322
SCHLIDR32,SCD_9_2013,0,218,256,290,312,160,298,122,145,359,211,308,148,322
SCHLIDR33,SCD_9_2013,236,218,261,295,312,144,298,122,157,389,211,313,148,322
SCHLIDR34,SCD_10_2013,254,218,261,290,312,160,298,122,142,353,216,308,148,326
SCHLIDR35,SCD_10_2013,242,218,256,290,312,160,298,122,142,359,211,308,148,326
SCHLIDR36,SCD_10_2013,0,218,256,295,312,144,298,122,157,389,211,308,148,322
SCHLIDR37,SCD_11_2013,254,218,261,290,312,160,298,122,178,353,211,313,148,326
SCHLIDR38,SCD_1_2014,236,218,261,295,312,144,298,122,157,389,211,308,148,322
SCHLIDR4,SCD_9_2012,0,218,261,295,312,144,298,122,157,389,211,0,148,322
SCHLIDR44,SCD_9_2014,254,218,261,295,312,144,298,122,157,0,211,318,148,322
SCHLIDR45,SCD_9_2014,254,218,261,295,312,144,298,122,157,389,211,318,148,322
SCHLIDR47,SCD_11_2014,0,218,261,0,312,160,0,122,178,353,211,0,152,326
SCHLIDR48,SCD_11_2014,0,218,261,290,312,160,298,122,178,353,211,313,152,326
SCHLIDR5,SCD_9_2012,254,218,261,295,312,144,0,122,157,389,0,318,148,322
SCHLIDR50,SCD_7_2015,254,218,256,295,312,144,298,122,145,386,211,308,148,322
SCHLIDR53,SCD_8_2015,236,218,261,295,312,144,298,122,157,389,211,318,148,322
SCHLIDR54,SCD_8_2015,254,218,261,295,312,144,298,122,157,0,211,0,148,322
SCHLIDR58,SCD_9_2015,236,218,261,0,312,144,298,122,157,0,211,0,148,314
SCHLIDR6,SCD_9_2012,254,218,256,295,312,144,298,122,157,359,211,313,148,322
SCHLIDR60,SCD_9_2015,254,218,256,0,312,160,298,122,178,0,216,0,148,322
SCHLIDR63,SCD_10_2015,0,218,261,290,312,144,298,122,157,389,211,0,148,322
SCHLIDR64,SCD_10_2015,0,218,261,295,312,144,298,122,157,0,0,318,148,322
SCHLIDR65,SCD_10_2015,254,218,261,290,312,160,0,122,178,353,211,0,152,326
SCHLIDR67,SCD_11_2015,242,218,256,295,312,160,298,122,142,389,211,308,148,326
SCHLIDR68,SCD_11_2015,254,218,261,290,312,144,298,122,157,353,211,318,152,326
SCHLIDR69,SCD_11_2015,254,218,256,290,312,160,298,122,142,389,211,308,148,326
SCHLIDR7,SCD_9_2012,254,218,256,295,312,160,298,122,145,389,211,308,148,322
SCHLIDR70,SCD_11_2015,242,218,261,295,312,144,298,122,157,389,211,308,148,322
SCHLIDR71,SCD_11_2015,242,218,256,290,312,160,298,122,142,389,211,308,148,326
SCHLIDR72,SCD_11_2015,230,218,261,295,312,144,298,122,157,389,211,308,148,322
SCHLIDR75,SCD_2_2016,0,218,261,295,312,144,298,122,157,0,211,318,148,322
SCHLIDR8,SCD_9_2012,254,218,261,290,312,160,298,122,157,353,211,313,152,326
SCHLI1,SCG_3_2011,242,218,256,290,312,164,298,122,142,359,216,308,152,322
SCHLI10,SCG_2_2012,254,218,256,290,312,144,298,122,157,359,211,318,152,322
SCHLI100,SCG_3_2012,254,218,256,290,312,144,298,122,157,0,211,318,152,322
SCHLI3,SCG_3_2011,242,218,256,290,312,160,298,122,178,353,211,308,152,322
SCHLI4,SCG_7_2011,242,218,256,290,312,160,298,128,145,353,211,308,152,322
SCHLI89,SCG_11_2012,0,218,256,290,312,144,298,122,157,359,211,318,152,322
SCHLI9,SCG_11_2011,254,218,256,290,312,144,298,122,157,359,211,318,152,326
SCHLI90,SCG_11_2012,0,218,256,290,312,144,0,122,157,359,211,0,152,322
SCHLI93,SCG_1_2014,254,218,261,290,312,144,304,122,178,0,211,318,152,322
SCHLI94,SCG_1_2014,254,218,261,285,312,144,304,122,178,0,211,0,144,322
SCHLI96,SCG_6_2014,254,218,261,290,312,140,298,122,157,359,216,318,152,322
SCHLI97,SCG_11_2014,0,218,256,290,312,144,298,122,157,359,211,0,152,322
SCHLI98,SCG_11_2014,0,218,256,290,312,144,298,122,157,0,211,318,152,322
SCHLI99,SCG_3_2012,0,218,256,0,307,144,298,122,157,0,211,318,152,322
SCHLIGR10,SCL_7_2012,254,218,261,290,312,144,298,122,178,401,211,318,152,322
SCHLIGR102,SCL_9_2014,254,218,261,290,312,144,298,122,178,359,211,318,152,322
SCHLIGR103,SCL_9_2014,254,218,261,290,312,144,298,122,178,356,211,318,152,322
SCHLIGR105,SCL_10_2014,0,218,261,290,312,144,298,122,178,0,211,318,152,322
SCHLIGR108,SCL_6_2015,0,218,261,290,312,144,298,122,178,0,211,0,152,322
SCHLIGR109,SCL_7_2015,236,218,261,290,312,144,298,122,178,389,211,318,152,322
SCHLIGR114,SCL_7_2015,236,230,261,290,317,144,298,122,154,389,211,318,152,334
SCHLIGR116,SCL_7_2015,236,218,261,290,312,144,298,122,178,0,211,318,152,322
SCHLIGR12,SCL_7_2012,254,218,261,290,312,144,298,122,178,359,211,308,152,322
SCHLIGR126,SCL_7_2012,254,218,261,290,312,144,298,122,178,353,211,318,152,322
SCHLIGR13,SCL_7_2012,0,218,261,290,312,144,298,122,178,356,211,318,152,322
SCHLIGR132,SCL_7_2012,242,218,256,290,312,160,298,128,144,353,211,308,152,322
SCHLIGR14,SCL_7_2012,0,218,261,290,312,144,298,122,178,377,211,318,152,326
SCHLIGR15,SCL_7_2012,254,218,261,0,312,160,298,122,157,0,211,318,152,322
SCHLIGR16,SCL_7_2012,0,218,261,290,312,160,298,122,178,0,0,0,152,322
SCHLIGR18,SCL_9_2012,254,218,261,290,312,144,298,122,178,371,211,318,152,322
SCHLIGR19,SCL_9_2012,248,218,261,290,312,144,298,122,178,353,211,308,152,322
SCHLIGR20,SCL_9_2012,254,218,256,290,312,144,298,122,178,0,211,318,152,322
SCHLIGR21,SCL_9_2012,248,218,261,290,312,144,298,128,178,353,211,308,148,322
SCHLIGR22,SCL_10_2012,242,218,256,295,312,160,298,128,178,389,211,308,152,322
SCHLIGR23,SCL_10_2012,242,218,256,295,312,160,298,128,178,389,211,308,148,322
SCHLIGR24,SCL_10_2012,254,218,261,290,312,144,298,122,178,353,211,308,152,322
SCHLIGR25,SCL_10_2012,236,218,261,290,312,144,298,122,178,353,211,308,148,322
SCHLIGR251,SCL_8_2016,0,218,261,290,312,144,298,122,178,0,211,308,152,322
SCHLIGR26,SCL_10_2012,0,218,261,290,312,144,298,122,178,383,211,318,152,322
SCHLIGR27,SCL_10_2012,242,218,261,290,312,144,298,122,178,353,211,308,152,322
SCHLIGR270,SCL_9_2016,254,218,261,290,312,144,298,122,178,425,211,318,152,322
SCHLIGR28,SCL_10_2012,248,218,256,290,312,144,298,128,178,383,211,318,148,322
SCHLIGR280,SCL_10_2016,0,218,261,0,312,144,298,122,178,0,211,0,152,322
SCHLIGR29,SCL_11_2012,242,218,261,290,312,144,298,122,178,359,211,318,148,322
SCHLIGR298,SCL_10_2016,0,218,261,290,0,144,298,122,178,0,211,0,152,322
SCHLIGR3,SCL_4_2012,254,218,261,290,312,160,298,122,178,356,211,300,152,322
SCHLIGR31,SCL_11_2012,254,218,261,290,312,144,298,122,175,353,211,318,152,322
SCHLIGR320,SCL_10_2016,254,218,261,290,312,144,298,122,178,0,211,0,152,322
SCHLIGR33,SCL_12_2012,254,218,261,290,312,144,298,122,178,386,211,318,152,322
SCHLIGR34,SCL_1_2013,248,218,261,290,312,144,298,122,178,371,211,318,152,322
SCHLIGR35,SCL_7_2013,248,218,261,290,312,144,298,122,181,359,211,313,152,326
SCHLIGR352,SCL_9_2017,254,218,256,290,312,160,298,128,145,353,211,323,152,322
SCHLIGR354,SCL_9_2017,254,218,256,290,312,160,298,122,178,353,211,323,152,322
SCHLIGR37,SCL_7_2013,254,218,261,0,312,144,298,122,178,356,211,318,152,322
SCHLIGR38,SCL_7_2013,242,218,261,290,312,144,298,122,157,353,211,308,148,322
SCHLIGR4,SCL_4_2012,254,218,256,290,312,144,298,122,178,359,211,318,152,322
SCHLIGR40,SCL_7_2013,248,218,261,290,312,160,298,122,178,359,211,308,152,322
SCHLIGR41,SCL_7_2013,254,218,256,290,312,144,298,122,178,359,211,0,152,322
SCHLIGR42,SCL_7_2013,0,218,261,299,312,144,298,122,178,362,211,318,152,322
SCHLIGR43,SCL_8_2013,254,218,261,290,312,144,0,122,178,0,211,0,152,322
SCHLIGR44,SCL_8_2013,236,218,261,290,312,144,298,128,148,362,211,318,152,322
SCHLIGR45,SCL_10_2013,236,218,261,290,312,144,319,122,175,0,0,335,144,326
SCHLIGR46,SCL_10_2013,254,218,261,290,312,144,298,122,178,359,211,318,148,322
SCHLIGR47,SCL_1_2014,254,218,261,290,312,0,298,122,178,0,211,318,152,322
SCHLIGR50,SCL_4_2014,248,218,261,290,312,144,298,122,178,353,211,318,152,322
SCHLIGR52,SCL_4_2014,242,218,261,290,312,144,298,122,178,0,211,318,152,322
SCHLIGR56,SCL_6_2014,254,218,261,290,312,144,298,122,157,0,211,318,152,322
SCHLIGR63,SCL_6_2014,254,218,261,290,312,140,298,128,157,359,211,318,152,322
SCHLIGR7,SCL_4_2012,254,218,261,290,312,144,298,122,178,359,211,313,152,322
SCHLIGR71,SCL_7_2014,254,218,261,290,312,144,298,122,178,359,211,0,152,322
SCHLIGR88,SCL_7_2014,236,218,261,290,312,144,298,122,178,359,211,318,152,322
SCHLIGR89,SCL_7_2014,0,218,261,290,312,144,298,122,178,359,211,0,152,322
SCHLIGR9,SCL_7_2012,0,218,261,290,312,144,298,122,178,353,211,0,152,322
SCHLIGR91,SCL_7_2014,254,218,261,290,312,144,298,122,178,398,211,318,152,322
SCHLIGR98,SCL_8_2014,254,218,261,290,312,144,298,122,178,377,211,318,152,322
SCHIF1,SCS_8_2013,236,218,256,290,312,140,298,128,142,359,216,308,148,322
SCHIF10,SCS_1_2014,0,218,256,290,312,140,298,128,142,0,209,0,144,322
SCHIF24,SCS_12_2014,236,218,256,290,312,140,298,128,142,359,216,308,156,322
SCHIF25,SCS_12_2014,242,218,261,295,312,160,295,128,157,389,216,308,148,322
SCHIF26,SCS_12_2014,248,218,261,290,312,160,0,128,157,389,216,308,152,322
SCHIF3,SCS_8_2013,242,224,256,290,312,144,298,128,142,476,216,318,148,322
SCHIF31,SCS_8_2016,0,224,256,290,312,144,298,128,145,476,216,318,152,326
SCHIF43,SCS_10_2016,0,218,256,290,312,140,298,128,142,359,216,308,148,322
SCHIF7,SCS_10_2013,236,218,256,290,312,140,298,128,142,359,216,308,140,322
SCHIF8,SCS_11_2013,236,218,256,290,312,140,298,128,142,359,216,283,148,322
SCHIF9,SCS_1_2014,236,218,256,290,312,140,298,128,142,359,0,308,148,322
TROSS1,TRO_3_2011,248,218,256,280,312,144,292,128,142,353,211,318,140,326
TROSS11,TRO_11_2011,248,218,256,280,312,144,292,128,142,353,211,318,148,326
TROSS12,TRO_11_2011,242,218,256,280,312,144,292,128,142,353,211,318,148,326
TROSS19,TRO_1_2012,248,236,256,280,312,164,298,128,142,353,211,318,140,322
TROSS28,TRO_1_2013,248,236,256,295,312,164,292,128,157,353,211,308,148,322
TROSS31,TRO_1_2013,0,236,256,280,312,164,298,128,142,353,211,318,148,322
TROSS33,TRO_2_2013,0,218,256,280,312,144,0,128,142,353,211,0,148,326
TROSS5,TRO_4_2011,0,218,256,280,312,144,292,128,142,353,211,318,148,326
UEBERL1,UEB_7_2012,242,218,261,288,312,144,298,128,178,383,241,308,148,326
UEBERL100,UEB_8_2015,242,236,256,295,312,144,298,128,178,383,211,308,148,322
UEBERL101,UEB_8_2015,0,236,256,295,312,144,298,128,178,0,241,308,148,322
UEBERL105,UEB_9_2015,242,236,256,288,312,144,298,128,178,383,211,308,148,322
UEBERL106,UEB_9_2015,0,236,256,295,312,144,0,128,178,0,241,308,148,322
UEBERL11,UEB_3_2013,242,236,256,280,312,144,298,128,178,383,211,308,148,322
UEBERL110,UEB_9_2015,242,236,256,295,312,144,298,128,178,383,241,313,148,322
UEBERL113,UEB_9_2015,242,236,261,288,312,144,0,128,178,383,211,308,148,326
UEBERL114,UEB_9_2015,0,236,261,295,312,144,298,128,178,383,231,0,148,322
UEBERL115,UEB_9_2015,242,236,256,295,312,144,298,128,178,383,211,318,148,322
UEBERL116,UEB_10_2015,242,236,256,295,312,144,298,128,178,383,0,308,148,322
UEBERL126,UEB_10_2011,242,236,261,295,312,144,298,128,178,383,211,308,148,326
UEBERL13,UEB_4_2013,242,236,256,280,312,160,298,128,178,383,211,308,148,322
UEBERL138,UEB_10_2011,242,236,261,288,312,144,298,128,178,383,211,308,148,322
UEBERL14,UEB_5_2013,242,236,261,295,312,144,298,128,178,383,211,308,148,322
UEBERL149,UEB_10_2013,242,236,256,288,312,144,298,128,145,383,211,308,148,326
UEBERL16,UEB_8_2013,242,236,256,295,312,144,298,128,178,383,241,318,148,326
UEBERL179,UEB_10_2013,242,236,261,288,312,144,298,128,178,383,241,308,148,322
UEBERL182,UEB_7_2016,0,218,261,288,0,144,298,128,178,383,241,0,148,326
UEBERL183,UEB_8_2016,0,236,261,288,0,144,298,128,178,383,211,0,148,326
UEBERL184,UEB_9_2016,0,236,256,280,0,160,298,128,141,383,211,0,148,322
UEBERL185,UEB_9_2016,0,236,261,280,0,144,298,128,178,383,211,0,148,322
UEBERL186,UEB_9_2016,0,236,256,295,0,144,298,128,178,383,211,0,148,326
UEBERL187,UEB_9_2016,0,236,256,295,0,144,298,128,178,383,241,0,148,322
UEBERL189,UEB_10_2016,0,236,256,288,0,144,298,128,145,383,211,0,148,326
UEBERL19,UEB_11_2013,0,236,256,295,312,144,298,128,157,389,211,308,148,330
UEBERL191,UEB_10_2016,0,236,256,280,0,160,298,128,141,359,211,0,148,322
UEBERL199,UEB_6_2017,0,236,256,288,0,144,298,128,178,383,211,0,148,326
UEBERL2,UEB_8_2012,236,236,256,295,312,144,298,128,178,383,211,308,148,322
UEBERL202,UEB_7_2017,0,236,256,295,0,144,298,128,178,383,211,0,148,322
UEBERL27,UEB_12_2013,0,236,256,288,312,144,298,128,178,383,211,308,148,326
UEBERL3,UEB_8_2012,236,236,261,0,312,144,295,128,142,359,211,308,148,322
UEBERL32,UEB_2_2014,242,236,256,288,312,144,298,128,145,383,211,318,148,326
UEBERL34,UEB_3_2014,236,218,261,280,312,140,292,128,145,383,216,308,148,326
UEBERL37,UEB_5_2014,236,236,256,0,312,144,0,128,178,0,241,0,148,322
UEBERL4,UEB_9_2012,242,236,251,295,312,144,298,128,178,383,211,308,148,318
UEBERL40,UEB_6_2014,0,236,256,295,312,144,298,128,175,383,241,308,148,322
UEBERL42,UEB_7_2014,242,230,256,295,312,144,298,128,175,383,211,308,148,322
UEBERL44,UEB_7_2014,236,236,256,295,312,144,298,128,178,383,241,308,148,322
UEBERL45,UEB_7_2014,0,236,256,295,312,144,298,128,178,383,241,308,148,322
