Ind	Pop	aest01_1	aest06_1	aest07_1	aest10_1	aest15_1	aest18_1	aest24_1	aest25_1	aest26_1	aest28_1	aest29_1	aest31_1	aest35_1	aest36_1
SCHIF1	SCS	236	218	256	290	312	140	298	128	142	359	216	308	148	322
SCHIF10	SCS	0	218	256	290	312	140	298	128	142	0	209	0	144	322
SCHIF24	SCS	236	218	256	290	312	140	298	128	142	359	216	308	156	322
SCHIF25	SCS	242	218	261	295	312	160	295	128	157	389	216	308	148	322
SCHIF26	SCS	248	218	261	290	312	160	0	128	157	389	216	308	152	322
SCHIF3	SCS	242	224	256	290	312	144	298	128	142	476	216	318	148	322
SCHIF31	SCS	0	224	256	290	312	144	298	128	145	476	216	318	152	326
SCHIF43	SCS	0	218	256	290	312	140	298	128	142	359	216	308	148	322
SCHIF7	SCS	236	218	256	290	312	140	298	128	142	359	216	308	140	322
SCHIF8	SCS	236	218	256	290	312	140	298	128	142	359	216	283	148	322
SCHIF9	SCS	236	218	256	290	312	140	298	128	142	359	0	308	148	322
TROSS1	TRO	248	218	256	280	312	144	292	128	142	353	211	318	140	326
TROSS10	TRO	248	236	256	280	312	164	298	128	142	353	211	318	148	322
TROSS11	TRO	248	218	256	280	312	144	292	128	142	353	211	318	148	326
TROSS12	TRO	242	218	256	280	312	144	292	128	142	353	211	318	148	326
TROSS19	TRO	248	236	256	280	312	164	298	128	142	353	211	318	140	322
TROSS28	TRO	248	236	256	295	312	164	292	128	157	353	211	308	148	322
TROSS31	TRO	0	236	256	280	312	164	298	128	142	353	211	318	148	322
TROSS33	TRO	0	218	256	280	312	144	0	128	142	353	211	0	148	326
TROSS5	TRO	0	218	256	280	312	144	292	128	142	353	211	318	148	326
UEBERL1	UEB	242	218	261	288	312	144	298	128	178	383	241	308	148	326
UEBERL100	UEB	242	236	256	295	312	144	298	128	178	383	211	308	148	322
UEBERL101	UEB	0	236	256	295	312	144	298	128	178	0	241	308	148	322
UEBERL102	UEB	242	236	256	295	312	144	298	128	178	383	241	308	148	322
UEBERL105	UEB	242	236	256	288	312	144	298	128	178	383	211	308	148	322
UEBERL106	UEB	0	236	256	295	312	144	0	128	178	0	241	308	148	322
UEBERL11	UEB	242	236	256	280	312	144	298	128	178	383	211	308	148	322
UEBERL110	UEB	242	236	256	295	312	144	298	128	178	383	241	313	148	322
UEBERL113	UEB	242	236	261	288	312	144	0	128	178	383	211	308	148	326
UEBERL114	UEB	0	236	261	295	312	144	298	128	178	383	231	0	148	322
UEBERL115	UEB	242	236	256	295	312	144	298	128	178	383	211	318	148	322
UEBERL116	UEB	242	236	256	295	312	144	298	128	178	383	0	308	148	322
UEBERL12	UEB	242	236	256	295	312	144	298	128	178	383	211	308	148	326
UEBERL126	UEB	242	236	261	295	312	144	298	128	178	383	211	308	148	326
UEBERL13	UEB	242	236	256	280	312	160	298	128	178	383	211	308	148	322
UEBERL133	UEB	242	236	261	280	312	144	298	128	178	383	211	308	148	322
UEBERL138	UEB	242	236	261	288	312	144	298	128	178	383	211	308	148	322
UEBERL14	UEB	242	236	261	295	312	144	298	128	178	383	211	308	148	322
UEBERL143	UEB	242	236	261	288	312	144	298	128	178	383	211	308	148	326
UEBERL149	UEB	242	236	256	288	312	144	298	128	145	383	211	308	148	326
UEBERL16	UEB	242	236	256	295	312	144	298	128	178	383	241	318	148	326
UEBERL179	UEB	242	236	261	288	312	144	298	128	178	383	241	308	148	322
UEBERL182	UEB	0	218	261	288	0	144	298	128	178	383	241	0	148	326
UEBERL183	UEB	0	236	261	288	0	144	298	128	178	383	211	0	148	326
UEBERL184	UEB	0	236	256	280	0	160	298	128	141	383	211	0	148	322
UEBERL185	UEB	0	236	261	280	0	144	298	128	178	383	211	0	148	322
UEBERL186	UEB	0	236	256	295	0	144	298	128	178	383	211	0	148	326
UEBERL187	UEB	0	236	256	295	0	144	298	128	178	383	241	0	148	322
UEBERL189	UEB	0	236	256	288	0	144	298	128	145	383	211	0	148	326
UEBERL19	UEB	0	236	256	295	312	144	298	128	157	389	211	308	148	330
UEBERL191	UEB	0	236	256	280	0	160	298	128	141	359	211	0	148	322
UEBERL199	UEB	0	236	256	288	0	144	298	128	178	383	211	0	148	326
UEBERL2	UEB	236	236	256	295	312	144	298	128	178	383	211	308	148	322
UEBERL202	UEB	0	236	256	295	0	144	298	128	178	383	211	0	148	322
UEBERL27	UEB	0	236	256	288	312	144	298	128	178	383	211	308	148	326
UEBERL3	UEB	236	236	261	0	312	144	295	128	142	359	211	308	148	322
UEBERL32	UEB	242	236	256	288	312	144	298	128	145	383	211	318	148	326
UEBERL34	UEB	236	218	261	280	312	140	292	128	145	383	216	308	148	326
UEBERL37	UEB	236	236	256	0	312	144	0	128	178	0	241	0	148	322
UEBERL4	UEB	242	236	251	295	312	144	298	128	178	383	211	308	148	318
UEBERL40	UEB	0	236	256	295	312	144	298	128	175	383	241	308	148	322
UEBERL42	UEB	242	230	256	295	312	144	298	128	175	383	211	308	148	322
UEBERL44	UEB	236	236	256	295	312	144	298	128	178	383	241	308	148	322
UEBERL45	UEB	0	236	256	295	312	144	298	128	178	383	241	308	148	322
UEBERL46	UEB	236	236	256	0	312	144	0	128	178	0	0	318	148	322
UEBERL48	UEB	242	236	256	295	312	144	298	128	175	383	211	308	148	322
UEBERL49	UEB	236	236	256	0	312	144	0	128	178	0	0	308	148	322
UEBERL51	UEB	230	236	256	295	312	144	298	128	178	0	211	0	148	322
UEBERL56	UEB	236	236	256	295	312	144	298	128	178	383	211	318	148	322
UEBERL60	UEB	0	236	256	295	312	144	298	128	178	383	241	318	148	322
UEBERL61	UEB	242	236	256	288	312	144	298	128	178	383	211	308	148	326
UEBERL65	UEB	0	236	256	295	312	144	298	128	178	383	211	0	148	322
UEBERL66	UEB	236	236	261	280	312	144	298	128	178	383	211	308	148	326
UEBERL72	UEB	236	236	256	295	312	144	298	128	178	383	216	0	148	322
UEBERL73	UEB	0	236	256	295	312	144	298	128	178	383	211	308	144	322
UEBERL80	UEB	0	236	256	295	312	144	298	128	178	0	211	308	148	322
UEBERL82	UEB	236	236	256	280	312	144	298	128	178	383	211	308	148	322
UEBERL86	UEB	230	236	256	295	312	144	322	128	178	0	211	318	148	322
UEBERL87	UEB	242	218	256	288	312	144	298	128	178	383	211	308	144	326
UEBERL90	UEB	0	236	256	295	312	144	298	128	178	0	241	0	148	322
UEBERL94	UEB	236	236	256	0	312	144	298	0	178	0	211	0	148	322
UEBERL96	UEB	0	236	256	288	312	144	298	128	145	0	211	308	148	322
UST1	UST	242	218	256	290	312	144	298	122	142	389	216	318	148	326
UST10	UST	242	236	261	295	312	144	298	122	142	356	216	308	140	322
UST11	UST	242	218	261	295	312	164	298	128	142	356	216	318	148	322
UST13	UST	0	218	256	290	312	144	298	128	142	389	216	318	148	322
UST14	UST	0	218	256	290	312	144	298	122	157	389	216	318	152	322
UST15	UST	242	236	261	295	312	144	298	128	142	356	216	308	148	326
UST17	UST	242	236	261	295	312	144	298	128	142	377	211	308	148	326
UST18	UST	242	236	261	295	312	144	298	122	142	356	216	308	148	326
UST19	UST	0	218	261	295	307	144	298	128	142	377	216	0	148	326
UST2	UST	242	218	261	295	312	144	298	128	142	377	216	308	148	326
UST20	UST	242	236	261	0	312	160	298	128	142	377	0	318	148	326
UST21	UST	242	218	256	290	312	144	298	122	142	356	211	318	148	326
UST22	UST	242	236	261	295	312	144	298	128	142	377	216	308	148	326
UST24	UST	236	236	261	280	312	144	298	128	142	356	216	318	148	326
UST25	UST	242	236	261	280	312	160	313	122	175	353	216	313	148	326
UST26	UST	242	236	261	295	312	140	298	128	178	377	211	308	148	322
UST27	UST	242	236	261	280	312	160	313	128	142	353	216	318	148	326
UST28	UST	0	218	256	290	312	144	298	122	157	353	216	318	148	326
UST29	UST	242	218	256	290	312	144	298	122	142	389	216	313	148	326
UST30	UST	242	236	261	295	312	144	298	128	142	356	211	308	148	326
UST32	UST	248	218	261	295	312	160	313	128	142	0	211	308	148	326
UST33	UST	242	218	256	295	312	144	298	122	142	377	211	308	148	326
UST35	UST	242	218	256	290	312	144	0	122	157	0	216	0	152	326
UST37	UST	242	218	261	280	312	144	298	128	178	389	216	318	148	326
UST38	UST	242	218	256	280	312	144	298	128	142	353	216	308	152	322
UST39	UST	242	218	256	295	312	160	298	128	142	389	216	313	152	326
UST40	UST	242	218	256	280	312	144	298	128	178	356	216	313	152	322
UST41	UST	242	236	256	280	312	160	298	128	142	356	216	308	152	326
UST42	UST	242	218	256	290	312	144	298	122	142	356	216	318	148	326
UST8	UST	0	218	256	290	312	144	298	122	142	377	216	318	148	326
WSL001	WSL	236	224	261	295	312	160	298	128	145	353	211	308	148	322
WSL002	WSL	236	224	261	295	312	160	298	128	178	353	211	308	148	322
WSL041	WSL	236	224	261	295	312	160	292	128	178	353	211	318	148	322
WSL241	WSL	242	218	256	290	312	160	298	128	157	335	211	308	152	326
WSL283	WSL	242	218	256	290	312	160	298	128	157	334	211	308	152	326
