"","Code","MLG","Site_1_abrev","truffle_year","Sampling_year","Sampling_date","clusterssign(q>0.5)"
"721","UEBERL43","MLG395","UEB",2014,2014,2014-07-07,"5"
"722","UEBERL44","MLG391","UEB",2014,2014,2014-07-07,"5"
"723","UEBERL48","MLG383","UEB",2014,2014,2014-07-07,"5"
"724","UEBERL50","MLG395","UEB",2014,2014,2014-07-07,"5"
"725","BOHBU76","MLG101","BOB",2014,2014,2014-07-26,"2"
"726","BOHBU77","MLG223","BOB",2014,2014,2014-07-26,"2"
"727","BOHHAS43","MLG35","BOH",2014,2014,2014-07-26,"4"
"728","SCHIF14","MLG21","SCS",2014,2014,2014-07-27,"4"
"729","SCHIF15","MLG21","SCS",2014,2014,2014-07-27,"4"
"730","SCHIF16","MLG21","SCS",2014,2014,2014-07-27,"4"
"731","SCHIF17","MLG21","SCS",2014,2014,2014-07-27,"4"
"732","SCHLIDR40","MLG83","SCD",2014,2014,2014-07-30,"1"
"733","SCHLIDR41","MLG83","SCD",2014,2014,2014-07-30,"1"
"734","SCHLIDR42","MLG253","SCD",2014,2014,2014-07-30,"1"
"735","SCHLIGR87","MLG297","SCL",2014,2014,2014-07-30,"1"
"736","SCHLIGR88","MLG293","SCL",2014,2014,2014-07-30,"1"
"737","SCHLIGR90","MLG297","SCL",2014,2014,2014-07-30,"1"
"738","SCHLIGR91","MLG315","SCL",2014,2014,2014-07-30,"1"
"739","SCHLIGR92","MLG297","SCL",2014,2014,2014-07-30,"1"
"740","SCHLIGR93","MLG253","SCL",2014,2014,2014-07-30,"1"
"741","BUR75","MLG326","BUR",2014,2014,2014-08-16,"3"
"742","UST37","MLG311","UST",2014,2014,2014-08-16,"4"
"743","SCHIF18","MLG21","SCS",2014,2014,2014-08-17,"4"
"744","SCHIF19","MLG21","SCS",2014,2014,2014-08-17,"4"
"745","SCHLIGR97","MLG297","SCL",2014,2014,2014-08-17,"1"
"746","SCHLIGR98","MLG300","SCL",2014,2014,2014-08-17,"1"
"747","ALD62","MLG328","ALD",2014,2014,2014-08-18,"2"
"748","ALD63","MLG362","ALD",2014,2014,2014-08-18,"2"
"749","BOHBU78","MLG81","BOB",2014,2014,2014-08-18,"2"
"750","BOHBU79","MLG74","BOB",2014,2014,2014-08-18,"2"
"751","BOHHAS45","MLG230","BOH",2014,2014,2014-08-18,"4"
"752","BOHHAS46","MLG242","BOH",2014,2014,2014-08-18,"4"
"753","UEBERL53","MLG389","UEB",2014,2014,2014-08-18,"5"
"754","UEBERL54","MLG397","UEB",2014,2014,2014-08-18,"5"
"755","UEBERL55","MLG389","UEB",2014,2014,2014-08-18,"5"
"756","BOHBU80","MLG68","BOB",2014,2014,2014-09-06,"2"
"757","BOHBU81","MLG81","BOB",2014,2014,2014-09-06,"2"
"758","BUR76","MLG326","BUR",2014,2014,2014-09-06,"3"
"759","UEBERL56","MLG390","UEB",2014,2014,2014-09-06,"5"
"760","UEBERL57","MLG397","UEB",2014,2014,2014-09-06,"5"
"761","UEBERL58","MLG395","UEB",2014,2014,2014-09-06,"5"
"762","UEBERL59","MLG395","UEB",2014,2014,2014-09-06,"5"
"763","UST38","MLG14","UST",2014,2014,2014-09-06,"4"
"764","UST39","MLG45","UST",2014,2014,2014-09-06,"4"
"765","UST40","MLG129","UST",2014,2014,2014-09-06,"4"
"766","UST41","MLG369","UST",2014,2014,2014-09-06,"4"
"767","FRIC56","MLG227","FRI",2014,2014,2014-09-14,"4"
"768","SCHLIDR43","MLG253","SCD",2014,2014,2014-09-16,"1"
"769","SCHLIDR45","MLG254","SCD",2014,2014,2014-09-16,"1"
"770","UEBERL61","MLG399","UEB",2014,2014,2014-09-26,"5"
"771","UEBERL62","MLG395","UEB",2014,2014,2014-09-26,"5"
"772","BOHBU117","MLG67","BOB",2014,2014,2014-09-27,"2"
"773","BOHBU119","MLG374","BOB",2014,2014,2014-09-27,"2"
"774","BOHBU121","MLG16","BOB",2014,2014,2014-09-27,"2"
"775","BOHBU122","MLG78","BOB",2014,2014,2014-09-27,"2"
"776","FRIC57","MLG227","FRI",2014,2014,2014-09-27,"4"
"777","FRIC58","MLG15","FRI",2014,2014,2014-09-27,"4"
"778","RIETH54","MLG348","RIE",2014,2014,2014-09-27,"2"
"779","RIETH55","MLG350","RIE",2014,2014,2014-09-27,"2"
"780","UST42","MLG18","UST",2014,2014,2014-09-27,"4"
"781","UST43","MLG311","UST",2014,2014,2014-09-27,"4"
"782","KON8","MLG338","KON",2014,2014,2014-09-28,"4"
"783","SCHIF20","MLG21","SCS",2014,2014,2014-09-28,"4"
"784","SCHIF21","MLG21","SCS",2014,2014,2014-09-28,"4"
"785","SCHIF22","MLG21","SCS",2014,2014,2014-09-28,"4"
"786","SCHLIDR46","MLG253","SCD",2014,2014,2014-09-28,"1"
"787","SCHLIGR102","MLG297","SCL",2014,2014,2014-09-28,"1"
"788","SCHLIGR103","MLG288","SCL",2014,2014,2014-09-28,"1"
"789","ALD64","MLG353","ALD",2014,2014,2014-09-29,"2"
"790","BOHHAS47","MLG258","BOH",2014,2014,2014-09-29,"4"
"791","BOHHAS48","MLG257","BOH",2014,2014,2014-09-29,"4"
"792","BOHBU82","MLG67","BOB",2014,2014,2014-10-17,"2"
"793","BOHBU83","MLG104","BOB",2014,2014,2014-10-17,"2"
"794","ALD65","MLG363","ALD",2014,2014,2014-10-18,"2"
"795","ALD66","MLG363","ALD",2014,2014,2014-10-18,"2"
"796","KON10","MLG151","KON",2014,2014,2014-10-18,"4"
"797","KON11","MLG170","KON",2014,2014,2014-10-18,"4"
"798","KON12","MLG151","KON",2014,2014,2014-10-18,"4"
"799","KON13","MLG151","KON",2014,2014,2014-10-18,"4"
"800","KON9","MLG151","KON",2014,2014,2014-10-18,"4"
"801","RIETH56","MLG350","RIE",2014,2014,2014-10-18,"2"
"802","RIETH57","MLG201","RIE",2014,2014,2014-10-18,"2"
"803","SCHLIGR106","MLG288","SCL",2014,2014,2014-10-18,"1"
"804","UEBERL64","MLG389","UEB",2014,2014,2014-10-18,"5"
"805","UEBERL66","MLG443","UEB",2014,2014,2014-10-18,"5"
"806","FREI71","MLG355","FRE",2014,2014,2014-10-19,"3"
"807","FREI72","MLG354","FRE",2014,2014,2014-10-19,"3"
"808","NEUCH10","MLG274","NEU",2014,2014,2014-10-19,"4"
"809","NEUCH8","MLG274","NEU",2014,2014,2014-10-19,"4"
"810","BUR78","MLG141","BUR",2014,2014,2014-10-21,"3"
"811","BUR79","MLG146","BUR",2014,2014,2014-10-21,"3"
"812","SCHIF23","MLG21","SCS",2014,2014,2014-11-07,"4"
"813","UEBERL67","MLG397","UEB",2014,2014,2014-11-07,"5"
"814","UEBERL68","MLG397","UEB",2014,2014,2014-11-07,"5"
"815","UEBERL69","MLG446","UEB",2014,2014,2014-11-07,"5"
"816","UEBERL71","MLG397","UEB",2014,2014,2014-11-07,"5"
"817","BOHBU85","MLG80","BOB",2014,2014,2014-11-08,"2"
"818","BOHBU86","MLG81","BOB",2014,2014,2014-11-08,"2"
"819","BOHBU87","MLG77","BOB",2014,2014,2014-11-08,"2"
"820","BOHBU88","MLG77","BOB",2014,2014,2014-11-08,"2"
"821","BOHBU90","MLG165","BOB",2014,2014,2014-11-08,"2"
"822","BOHBU91","MLG30","BOB",2014,2014,2014-11-08,"2"
"823","BUR80","MLG1","BUR",2014,2014,2014-11-09,"3"
"824","BUR81","MLG87","BUR",2014,2014,2014-11-09,"4"
"825","BUR82","MLG87","BUR",2014,2014,2014-11-09,"4"
"826","NEUCH11","MLG273","NEU",2014,2014,2014-11-09,"4"
"827","BOHHAS49","MLG230","BOH",2014,2014,2014-11-10,"4"
"828","BOHHAS50","MLG257","BOH",2014,2014,2014-11-10,"4"
"829","BOHHAS51","MLG257","BOH",2014,2014,2014-11-10,"4"
"830","BOHHAS52","MLG257","BOH",2014,2014,2014-11-10,"4"
"831","BOHHAS53","MLG114","BOH",2014,2014,2014-11-10,"4"
"832","BOHBU92","MLG103","BOB",2014,2014,2014-11-29,"2"
"833","BOHBU96","MLG90","BOB",2014,2014,2014-11-29,"2"
"834","RIETH58","MLG286","RIE",2014,2014,2014-11-29,"2"
"835","RIETH59","MLG11","RIE",2014,2014,2014-11-29,"2"
"836","KON14","MLG338","KON",2014,2014,2014-11-30,"4"
"837","KON15","MLG339","KON",2014,2014,2014-11-30,"4"
"838","KON16","MLG151","KON",2014,2014,2014-11-30,"4"
"839","KON17","MLG176","KON",2014,2014,2014-11-30,"4"
"840","FREI74","MLG354","FRE",2014,2014,2014-12-01,"3"
"841","FREI75","MLG354","FRE",2014,2014,2014-12-01,"3"
"842","BUR83","MLG144","BUR",2014,2014,2014-12-20,"3"
"843","KON18","MLG340","KON",2014,2014,2014-12-20,"4"
"844","KON19","MLG341","KON",2014,2014,2014-12-20,"4"
"845","RIETH60","MLG333","RIE",2014,2014,2014-12-20,"2"
"846","RIETH61","MLG310","RIE",2014,2014,2014-12-20,"2"
"847","UEBERL74","MLG395","UEB",2014,2014,2014-12-20,"5"
"848","UEBERL75","MLG392","UEB",2014,2014,2014-12-20,"5"
"849","UEBERL76","MLG395","UEB",2014,2014,2014-12-20,"5"
"850","UEBERL77","MLG439","UEB",2014,2014,2014-12-20,"5"
"851","SCHIF24","MLG26","SCS",2014,2014,2014-12-21,"4"
"852","SCHIF25","MLG252","SCS",2014,2014,2014-12-21,"4"
"853","BOHBU97","MLG82","BOB",2014,2014,2014-12-22,"2"
"854","BOHBU99","MLG231","BOB",2014,2014,2014-12-22,"2"
"855","ALD67","MLG359","ALD",2014,2015,2015-01-10,"2"
"856","BOHBU100","MLG420","BOB",2014,2015,2015-01-10,"2"
"857","BOHBU102","MLG82","BOB",2014,2015,2015-01-10,"2"
"858","KON20","MLG338","KON",2014,2015,2015-01-10,"4"
"859","KON21","MLG172","KON",2014,2015,2015-01-10,"4"
"860","RIETH62","MLG330","RIE",2014,2015,2015-01-10,"mixed"
"861","UEBERL78","MLG395","UEB",2014,2015,2015-01-11,"5"
"862","UEBERL79","MLG397","UEB",2014,2015,2015-01-11,"5"
"863","UEBERL81","MLG397","UEB",2014,2015,2015-01-11,"5"
"864","UEBERL82","MLG388","UEB",2014,2015,2015-01-11,"5"
"865","FRIC60","MLG357","FRI",2014,2015,2015-01-21,"3"
"866","RIETH64","MLG309","RIE",2014,2015,2015-01-31,"2"
"867","RIETH65","MLG131","RIE",2014,2015,2015-02-20,"mixed"
"868","UEBERL83","MLG396","UEB",2014,2015,2015-02-22,"5"
"869","UEBERL84","MLG395","UEB",2014,2015,2015-02-22,"5"
"870","BOHBU103","MLG434","BOB",2014,2015,2015-03-13,"2"
"871","BOHBU104","MLG422","BOB",2014,2015,2015-03-13,"2"
"872","BOHBU105","MLG81","BOB",2014,2015,2015-03-13,"2"
"873","UEBERL85","MLG395","UEB",2014,2015,2015-03-14,"5"
"874","UEBERL87","MLG134","UEB",2014,2015,2015-03-14,"5"
"875","UEBERL88","MLG397","UEB",2014,2015,2015-03-14,"5"
"876","UEBERL89","MLG395","UEB",2014,2015,2015-03-14,"5"
"877","FREI77","MLG354","FRE",2014,2015,2015-03-15,"3"
"878","UEBERL91","MLG395","UEB",2014,2015,2015-03-31,"5"
"879","UEBERL92","MLG389","UEB",2014,2015,2015-03-31,"5"
"880","UEBERL93","MLG397","UEB",2015,2015,2015-05-17,"5"
"881","BOHBU107","MLG189","BOB",2015,2015,2015-06-20,"2"
"882","SCHLIDR49","MLG253","SCD",2015,2015,2015-07-18,"1"
"883","SCHLIDR50","MLG71","SCD",2015,2015,2015-07-18,"1"
"884","SCHLIDR51","MLG253","SCD",2015,2015,2015-07-18,"1"
"885","SCHLIGR109","MLG312","SCL",2015,2015,2015-07-18,"1"
"886","FREI78","MLG354","FRE",2015,2015,2015-08-09,"3"
"887","BOHBU108","MLG198","BOB",2015,2015,2015-08-10,"2"
"888","SCHLIDR52","MLG253","SCD",2015,2015,2015-08-10,"1"
"889","SCHLIDR53","MLG250","SCD",2015,2015,2015-08-10,"1"
"890","BOHBU124","MLG28","BOB",2015,2015,2015-08-30,"2"
"891","BOHBU125","MLG54","BOB",2015,2015,2015-08-30,"2"
"892","BOHBU126","MLG68","BOB",2015,2015,2015-08-30,"2"
"893","BOHBU127","MLG195","BOB",2015,2015,2015-08-30,"2"
"894","BOHBU128","MLG29","BOB",2015,2015,2015-08-30,"2"
"895","BOHBU131","MLG382","BOB",2015,2015,2015-08-30,"2"
"896","BOHBU132","MLG76","BOB",2015,2015,2015-08-30,"2"
"897","BOHBU133","MLG197","BOB",2015,2015,2015-08-30,"2"
"898","UEBERL100","MLG395","UEB",2015,2015,2015-08-30,"5"
"899","UEBERL102","MLG397","UEB",2015,2015,2015-08-30,"5"
"900","UEBERL98","MLG395","UEB",2015,2015,2015-08-30,"5"
"901","UEBERL99","MLG400","UEB",2015,2015,2015-08-30,"5"
"902","FREI82","MLG354","FRE",2015,2015,2015-09-01,"3"
"903","FREI83","MLG354","FRE",2015,2015,2015-09-01,"3"
"904","SCHLIDR59","MLG253","SCD",2015,2015,2015-09-01,"1"
"905","UEBERL103","MLG395","UEB",2015,2015,2015-09-09,"5"
"906","UEBERL104","MLG397","UEB",2015,2015,2015-09-09,"5"
"907","UEBERL105","MLG394","UEB",2015,2015,2015-09-09,"5"
"908","UEBERL107","MLG397","UEB",2015,2015,2015-09-09,"5"
"909","UEBERL108","MLG397","UEB",2015,2015,2015-09-09,"5"
"910","UEBERL109","MLG397","UEB",2015,2015,2015-09-09,"5"
"911","UEBERL110","MLG398","UEB",2015,2015,2015-09-09,"5"
"912","UEBERL111","MLG397","UEB",2015,2015,2015-09-09,"5"
"913","UEBERL112","MLG397","UEB",2015,2015,2015-09-09,"5"
"914","UEBERL115","MLG396","UEB",2015,2015,2015-09-09,"5"
"915","BUR85","MLG324","BUR",2015,2015,2015-09-19,"3"
"916","SCHLIDR61","MLG254","SCD",2015,2015,2015-09-19,"1"
"917","SCHLIDR62","MLG253","SCD",2015,2015,2015-09-19,"1"
"918","BUR86","MLG326","BUR",2015,2015,2015-09-28,"3"
"919","BUR87","MLG326","BUR",2015,2015,2015-09-28,"3"
"920","BUR88","MLG326","BUR",2015,2015,2015-09-28,"3"
"921","NEUCH12","MLG270","NEU",2015,2015,2015-10-10,"4"
"922","BOHBU112","MLG76","BOB",2015,2015,2015-10-11,"2"
"923","BUR90","MLG145","BUR",2015,2015,2015-11-01,"3"
"924","BUR91","MLG147","BUR",2015,2015,2015-11-01,"3"
"925","SCHLIDR67","MLG42","SCD",2015,2015,2015-11-01,"1"
"926","SCHLIDR68","MLG209","SCD",2015,2015,2015-11-01,"1"
"927","SCHLIDR69","MLG43","SCD",2015,2015,2015-11-01,"1"
"928","SCHLIDR70","MLG251","SCD",2015,2015,2015-11-01,"1"
"929","SCHLIDR71","MLG41","SCD",2015,2015,2015-11-01,"1"
"930","SCHLIDR72","MLG245","SCD",2015,2015,2015-11-01,"1"
"931","SCHLIDR73","MLG253","SCD",2015,2015,2015-11-01,"1"
"932","SCHLIDR74","MLG84","SCD",2015,2015,2015-11-01,"1"
"933","FREI80","MLG354","FRE",2015,2015,2015-11-07,"3"
"934","ALD70","MLG363","ALD",2015,2015,2015-12-12,"2"
"935","ALD71","MLG363","ALD",2015,2015,2015-12-12,"2"
"936","RIETH67","MLG262","RIE",2015,2015,2015-12-12,"2"
"937","FREI81","MLG354","FRE",2015,2015,2015-12-13,"3"
"938","BOHBU113","MLG77","BOB",2015,2016,2016-01-21,"2"
"939","SCHIF28","MLG21","SCS",2015,2016,2016-01-22,"4"
"940","BRU002","MLG449","BRU",2016,2016,2016-06-16,"3"
"941","LIM004","MLG208","LIM",2016,2016,2016-07-08,"4"
"942","LIM005","MLG156","LIM",2016,2016,2016-07-08,"4"
"943","LIM006","MLG156","LIM",2016,2016,2016-07-08,"4"
"944","LIM007","MLG156","LIM",2016,2016,2016-07-08,"4"
"945","LIM009","MLG156","LIM",2016,2016,2016-07-08,"4"
"946","BRU006","MLG449","BRU",2016,2016,2016-07-10,"3"
"947","BRU007","MLG449","BRU",2016,2016,2016-07-10,"3"
"948","BRU008","MLG449","BRU",2016,2016,2016-07-10,"3"
"949","BRU009","MLG449","BRU",2016,2016,2016-07-10,"3"
"950","BRU010","MLG449","BRU",2016,2016,2016-07-10,"3"
"951","BRU012","MLG449","BRU",2016,2016,2016-07-10,"3"
"952","LIM011","MLG416","LIM",2016,2016,2016-07-10,"2"
"953","LIM012","MLG416","LIM",2016,2016,2016-07-10,"2"
"954","LIM013","MLG208","LIM",2016,2016,2016-07-10,"4"
"955","LIM014","MLG156","LIM",2016,2016,2016-07-10,"4"
"956","LIM015","MLG156","LIM",2016,2016,2016-07-10,"4"
"957","LIM016","MLG156","LIM",2016,2016,2016-07-10,"4"
"958","LIM017","MLG156","LIM",2016,2016,2016-07-10,"4"
"959","BOHBU176","MLG81","BOB",2016,2016,2016-07-17,"2"
"960","BRU013","MLG449","BRU",2016,2016,2016-07-30,"3"
"961","BRU014","MLG449","BRU",2016,2016,2016-07-30,"3"
"962","BRU016","MLG449","BRU",2016,2016,2016-07-30,"3"
"963","BRU017","MLG449","BRU",2016,2016,2016-07-30,"3"
"964","BRU018","MLG224","BRU",2016,2016,2016-07-30,"1"
"965","BRU019","MLG449","BRU",2016,2016,2016-07-31,"3"
"966","BRU020","MLG449","BRU",2016,2016,2016-07-31,"3"
"967","BRU023","MLG449","BRU",2016,2016,2016-07-31,"3"
"968","FREI100","MLG354","FRE",2016,2016,2016-07-31,"3"
"969","FREI102","MLG354","FRE",2016,2016,2016-07-31,"3"
"970","FREI103","MLG354","FRE",2016,2016,2016-07-31,"3"
"971","FREI104","MLG354","FRE",2016,2016,2016-07-31,"3"
"972","FREI105","MLG354","FRE",2016,2016,2016-07-31,"3"
"973","FREI106","MLG354","FRE",2016,2016,2016-07-31,"3"
"974","FREI107","MLG354","FRE",2016,2016,2016-07-31,"3"
"975","FREI108","MLG354","FRE",2016,2016,2016-07-31,"3"
"976","FREI109","MLG354","FRE",2016,2016,2016-07-31,"3"
"977","FREI110","MLG354","FRE",2016,2016,2016-07-31,"3"
"978","FREI111","MLG354","FRE",2016,2016,2016-07-31,"3"
"979","FREI112","MLG354","FRE",2016,2016,2016-07-31,"3"
"980","FREI113","MLG354","FRE",2016,2016,2016-07-31,"3"
"981","FREI114","MLG354","FRE",2016,2016,2016-07-31,"3"
"982","FREI86","MLG354","FRE",2016,2016,2016-07-31,"3"
"983","FREI87","MLG354","FRE",2016,2016,2016-07-31,"3"
"984","FREI88","MLG354","FRE",2016,2016,2016-07-31,"3"
"985","FREI90","MLG354","FRE",2016,2016,2016-07-31,"3"
"986","FREI93","MLG354","FRE",2016,2016,2016-07-31,"3"
"987","FREI94","MLG354","FRE",2016,2016,2016-07-31,"3"
"988","FREI95","MLG354","FRE",2016,2016,2016-07-31,"3"
"989","FREI96","MLG354","FRE",2016,2016,2016-07-31,"3"
"990","FREI97","MLG354","FRE",2016,2016,2016-07-31,"3"
"991","FREI98","MLG354","FRE",2016,2016,2016-07-31,"3"
"992","FREI99","MLG354","FRE",2016,2016,2016-07-31,"3"
"993","LIM018","MLG156","LIM",2016,2016,2016-07-31,"4"
"994","SCHLIDR76","MLG283","SCD",2016,2016,2016-08-03,"1"
"995","SCHLIGR234","MLG297","SCL",2016,2016,2016-08-03,"1"
"996","WSL002","MLG346","WSL",2016,2016,2016-08-04,"1"
"997","WSL003","MLG346","WSL",2016,2016,2016-08-04,"1"
"998","WSL004","MLG346","WSL",2016,2016,2016-08-04,"1"
"999","WSL005","MLG346","WSL",2016,2016,2016-08-04,"1"
"1000","WSL006","MLG346","WSL",2016,2016,2016-08-04,"1"
"1001","WSL007","MLG346","WSL",2016,2016,2016-08-04,"1"
"1002","WSL008","MLG346","WSL",2016,2016,2016-08-04,"1"
"1003","WSL009","MLG346","WSL",2016,2016,2016-08-04,"1"
"1004","WSL010","MLG346","WSL",2016,2016,2016-08-04,"1"
"1005","SCHIF29","MLG21","SCS",2016,2016,2016-08-06,"4"
"1006","SCHIF30","MLG21","SCS",2016,2016,2016-08-06,"4"
"1007","BUR98","MLG2","BUR",2016,2016,2016-08-21,"3"
"1008","KON24","MLG180","KON",2016,2016,2016-08-21,"4"
"1009","LIM019","MLG122","LIM",2016,2016,2016-08-21,"4"
"1010","LIM020","MLG156","LIM",2016,2016,2016-08-21,"4"
"1011","LIM022","MLG130","LIM",2016,2016,2016-08-21,"1"
"1012","LIM023","MLG122","LIM",2016,2016,2016-08-21,"4"
"1013","NEUCH13","MLG274","NEU",2016,2016,2016-08-21,"4"
"1014","SCHIF32","MLG21","SCS",2016,2016,2016-08-21,"4"
"1015","SCHIF33","MLG21","SCS",2016,2016,2016-08-21,"4"
"1016","SCHIF34","MLG21","SCS",2016,2016,2016-08-21,"4"
"1017","WSL011","MLG346","WSL",2016,2016,2016-08-21,"1"
"1018","WSL012","MLG346","WSL",2016,2016,2016-08-21,"1"
"1019","BRU025","MLG449","BRU",2016,2016,2016-08-22,"3"
"1020","BRU026","MLG136","BRU",2016,2016,2016-08-22,"4"
"1021","BRU031","MLG136","BRU",2016,2016,2016-08-22,"4"
"1022","BRU032","MLG449","BRU",2016,2016,2016-08-22,"3"
"1023","BRU033","MLG449","BRU",2016,2016,2016-08-22,"3"
"1024","BRU034","MLG449","BRU",2016,2016,2016-08-22,"3"
"1025","BRU035","MLG449","BRU",2016,2016,2016-08-22,"3"
"1026","BRU036","MLG449","BRU",2016,2016,2016-08-22,"3"
"1027","BOHBU178","MLG81","BOB",2016,2016,2016-08-28,"2"
"1028","BOHBU179","MLG70","BOB",2016,2016,2016-08-28,"2"
"1029","BOHBU180","MLG102","BOB",2016,2016,2016-08-28,"2"
"1030","BOHBU181","MLG68","BOB",2016,2016,2016-08-28,"2"
"1031","BOHBU183","MLG102","BOB",2016,2016,2016-08-28,"2"
"1032","SCHIF35","MLG21","SCS",2016,2016,2016-09-09,"4"
"1033","SCHIF36","MLG21","SCS",2016,2016,2016-09-09,"4"
"1034","FRIC61","MLG227","FRI",2016,2016,2016-09-10,"4"
"1035","SCHLIDR80","MLG253","SCD",2016,2016,2016-09-10,"1"
"1036","SCHLIDR81","MLG253","SCD",2016,2016,2016-09-10,"1"
"1037","SCHLIDR82","MLG253","SCD",2016,2016,2016-09-10,"1"
"1038","SCHLIDR83","MLG253","SCD",2016,2016,2016-09-10,"1"
"1039","SCHLIDR84","MLG253","SCD",2016,2016,2016-09-10,"1"
"1040","SCHLIDR85","MLG253","SCD",2016,2016,2016-09-10,"1"
"1041","SCHLIDR86","MLG253","SCD",2016,2016,2016-09-10,"1"
"1042","SCHLIDR87","MLG253","SCD",2016,2016,2016-09-10,"1"
"1043","SCHLIGR270","MLG318","SCL",2016,2016,2016-09-10,"1"
"1044","BOHBU185","MLG77","BOB",2016,2016,2016-09-11,"2"
"1045","BOHBU186","MLG81","BOB",2016,2016,2016-09-11,"2"
"1046","BOHBU187","MLG81","BOB",2016,2016,2016-09-11,"2"
"1047","BOHBU188","MLG77","BOB",2016,2016,2016-09-11,"2"
"1048","BOHBU189","MLG79","BOB",2016,2016,2016-09-11,"2"
"1049","BUR102","MLG1","BUR",2016,2016,2016-09-11,"3"
"1050","BUR104","MLG7","BUR",2016,2016,2016-09-11,"3"
"1051","BUR105","MLG7","BUR",2016,2016,2016-09-11,"3"
"1052","BUR106","MLG7","BUR",2016,2016,2016-09-11,"3"
"1053","BUR107","MLG7","BUR",2016,2016,2016-09-11,"3"
"1054","BUR109","MLG7","BUR",2016,2016,2016-09-11,"3"
"1055","BUR110","MLG7","BUR",2016,2016,2016-09-11,"3"
"1056","BUR111","MLG7","BUR",2016,2016,2016-09-11,"3"
"1057","BUR112","MLG7","BUR",2016,2016,2016-09-11,"3"
"1058","BUR114","MLG7","BUR",2016,2016,2016-09-11,"3"
"1059","BUR115","MLG7","BUR",2016,2016,2016-09-11,"3"
"1060","BUR116","MLG7","BUR",2016,2016,2016-09-11,"3"
"1061","BUR117","MLG7","BUR",2016,2016,2016-09-11,"3"
"1062","BUR119","MLG1","BUR",2016,2016,2016-09-11,"3"
"1063","BUR120","MLG7","BUR",2016,2016,2016-09-11,"3"
"1064","KON31","MLG151","KON",2016,2016,2016-09-11,"4"
"1065","NEUCH16","MLG274","NEU",2016,2016,2016-09-11,"4"
"1066","NEUCH17","MLG274","NEU",2016,2016,2016-09-11,"4"
"1067","NEUCH19","MLG274","NEU",2016,2016,2016-09-11,"4"
"1068","NEUCH20","MLG274","NEU",2016,2016,2016-09-11,"4"
"1069","NEUCH21","MLG274","NEU",2016,2016,2016-09-11,"4"
"1070","NEUCH22","MLG274","NEU",2016,2016,2016-09-11,"4"
"1071","NEUCH23","MLG274","NEU",2016,2016,2016-09-11,"4"
"1072","NEUCH24","MLG270","NEU",2016,2016,2016-09-11,"4"
"1073","NEUCH25","MLG274","NEU",2016,2016,2016-09-11,"4"
"1074","NEUCH26","MLG56","NEU",2016,2016,2016-09-11,"4"
"1075","WSL013","MLG346","WSL",2016,2016,2016-09-11,"1"
"1076","WSL014","MLG346","WSL",2016,2016,2016-09-11,"1"
"1077","WSL015","MLG346","WSL",2016,2016,2016-09-11,"1"
"1078","WSL016","MLG346","WSL",2016,2016,2016-09-11,"1"
"1079","WSL017","MLG346","WSL",2016,2016,2016-09-11,"1"
"1080","WSL018","MLG346","WSL",2016,2016,2016-09-11,"1"
"1081","WSL019","MLG346","WSL",2016,2016,2016-09-11,"1"
"1082","WSL020","MLG346","WSL",2016,2016,2016-09-11,"1"
"1083","WSL021","MLG346","WSL",2016,2016,2016-09-11,"1"
"1084","WSL022","MLG346","WSL",2016,2016,2016-09-11,"1"
"1085","WSL023","MLG346","WSL",2016,2016,2016-09-11,"1"
"1086","WSL024","MLG346","WSL",2016,2016,2016-09-11,"1"
"1087","BRU038","MLG449","BRU",2016,2016,2016-09-18,"3"
"1088","BRU039","MLG449","BRU",2016,2016,2016-09-18,"3"
"1089","BRU040","MLG449","BRU",2016,2016,2016-09-18,"3"
"1090","BRU041","MLG449","BRU",2016,2016,2016-09-18,"3"
"1091","BRU043","MLG449","BRU",2016,2016,2016-09-18,"3"
"1092","BRU044","MLG449","BRU",2016,2016,2016-09-18,"3"
"1093","BRU045","MLG449","BRU",2016,2016,2016-09-18,"3"
"1094","BRU046","MLG449","BRU",2016,2016,2016-09-18,"3"
"1095","BRU048","MLG449","BRU",2016,2016,2016-09-18,"3"
"1096","BRU049","MLG449","BRU",2016,2016,2016-09-18,"3"
"1097","BRU050","MLG449","BRU",2016,2016,2016-09-18,"3"
"1098","BRU051","MLG449","BRU",2016,2016,2016-09-18,"3"
"1099","BRU053","MLG449","BRU",2016,2016,2016-09-18,"3"
"1100","BRU054","MLG449","BRU",2016,2016,2016-09-18,"3"
"1101","LIM025","MLG156","LIM",2016,2016,2016-09-18,"4"
"1102","LIM027","MLG156","LIM",2016,2016,2016-09-18,"4"
"1103","LIM028","MLG416","LIM",2016,2016,2016-09-18,"2"
"1104","LIM029","MLG156","LIM",2016,2016,2016-09-18,"4"
"1105","LIM030","MLG156","LIM",2016,2016,2016-09-18,"4"
"1106","LIM031","MLG156","LIM",2016,2016,2016-09-18,"4"
"1107","SCHIF37","MLG21","SCS",2016,2016,2016-09-29,"4"
"1108","SCHIF38","MLG21","SCS",2016,2016,2016-09-29,"4"
"1109","SCHIF39","MLG21","SCS",2016,2016,2016-09-29,"4"
"1110","SCHIF40","MLG21","SCS",2016,2016,2016-09-29,"4"
"1111","SCHIF41","MLG21","SCS",2016,2016,2016-09-29,"4"
"1112","BOHBU190","MLG48","BOB",2016,2016,2016-10-01,"2"
"1113","BOHBU191","MLG81","BOB",2016,2016,2016-10-01,"2"
