"","Code","MLG","Site_1_abrev","truffle_year","Sampling_year","Sampling_date","clusterssign(q>0.5)"
"1","TROSS3","MLG13","TRO",2010,2011,2011-03-27,"cluster6"
"2","TROSS4","MLG13","TRO",2010,2011,2011-03-27,"cluster6"
"3","BUR315","MLG7","BUR",2022,2022,2022-08-13,"cluster3"
"4","FREI1","MLG354","FRE",2010,2011,2011-01-11,"cluster3"
"5","ALD1","MLG363","ALD",2010,2011,2011-03-05,"cluster5"
"6","ALD2","MLG363","ALD",2010,2011,2011-03-05,"cluster5"
"7","FREI2","MLG354","FRE",2010,2011,2011-03-05,"cluster3"
"8","FREI3","MLG354","FRE",2010,2011,2011-03-05,"cluster3"
"9","RIETH1","MLG285","RIE",2010,2011,2011-03-05,"cluster6"
"10","RIETH2","MLG185","RIE",2010,2011,2011-03-05,"mixed"
"11","TROSS1","MLG10","TRO",2010,2011,2011-03-05,"cluster6"
"12","TROSS2","MLG365","TRO",2010,2011,2011-03-05,"cluster6"
"13","SCHLI1","MLG25","SCG",2010,2011,2011-03-06,"cluster6"
"14","SCHLI2","MLG25","SCG",2010,2011,2011-03-06,"cluster6"
"15","SCHLI3","MLG127","SCG",2010,2011,2011-03-26,"cluster2"
"16","ALD3","MLG363","ALD",2010,2011,2011-03-27,"cluster5"
"17","ALD4","MLG363","ALD",2010,2011,2011-03-27,"cluster5"
"18","RIETH3","MLG412","RIE",2010,2011,2011-03-27,"cluster4"
"19","RIETH4","MLG286","RIE",2010,2011,2011-03-27,"cluster4"
"20","ALD5","MLG363","ALD",2010,2011,2011-04-16,"cluster5"
"21","RIETH5","MLG287","RIE",2010,2011,2011-04-16,"mixed"
"22","RIETH6","MLG183","RIE",2010,2011,2011-04-16,"cluster1"
"23","TROSS6","MLG366","TRO",2010,2011,2011-04-16,"cluster6"
"24","TROSS6","MLG366","TRO",2010,2011,2011-04-16,"cluster6"
"25","FREI6","MLG354","FRE",2010,2011,2011-04-17,"cluster3"
"26","ALD6","MLG363","ALD",2011,2011,2011-05-07,"cluster5"
"27","ALD7","MLG363","ALD",2011,2011,2011-05-07,"cluster5"
"28","ALD8","MLG363","ALD",2011,2011,2011-05-27,"cluster5"
"29","BOHHAS1","MLG81","BOH",2011,2011,2011-05-29,"cluster1"
"30","BOHHAS1","MLG81","BOH",2011,2011,2011-05-29,"cluster1"
"31","FREI7","MLG354","FRE",2011,2011,2011-05-29,"cluster3"
"32","FREI8","MLG354","FRE",2011,2011,2011-05-29,"cluster3"
"33","ALD10","MLG363","ALD",2011,2011,2011-06-18,"cluster5"
"34","ALD9","MLG363","ALD",2011,2011,2011-06-18,"cluster5"
"35","RIETH7","MLG414","RIE",2011,2011,2011-06-18,"cluster5"
"36","RIETH7","MLG414","RIE",2011,2011,2011-06-18,"cluster5"
"37","RIETH8","MLG168","RIE",2011,2011,2011-06-18,"cluster4"
"38","BOHHAS2","MLG303","BOH",2011,2011,2011-06-19,"cluster1"
"39","FREI10","MLG432","FRE",2011,2011,2011-06-19,"mixed"
"40","SCHLI4","MLG52","SCG",2011,2011,2011-07-03,"cluster6"
"41","SCHLI4","MLG52","SCG",2011,2011,2011-07-03,"cluster6"
"42","SCHLI5","MLG52","SCG",2011,2011,2011-07-03,"cluster6"
"43","SCHLI5","MLG52","SCG",2011,2011,2011-07-03,"cluster6"
"44","SCHLI6","MLG52","SCG",2011,2011,2011-07-03,"cluster6"
"45","SCHLI6","MLG52","SCG",2011,2011,2011-07-03,"cluster6"
"46","ALD11","MLG414","ALD",2011,2011,2011-07-08,"cluster5"
"47","ALD11","MLG414","ALD",2011,2011,2011-07-08,"cluster5"
"48","FREI11","MLG354","FRE",2011,2011,2011-07-08,"cluster3"
"49","FREI12","MLG354","FRE",2011,2011,2011-07-08,"cluster3"
"50","SCHLI7","MLG99","SCG",2011,2011,2011-07-09,"cluster2"
"51","FREI13","MLG354","FRE",2011,2011,2011-07-25,"cluster3"
"52","FREI14","MLG354","FRE",2011,2011,2011-07-25,"cluster3"
"53","FREI15","MLG354","FRE",2011,2011,2011-07-29,"cluster3"
"54","FREI16","MLG432","FRE",2011,2011,2011-07-29,"mixed"
"55","BOHBU1","MLG81","BOB",2011,2011,2011-08-01,"cluster1"
"56","BOHBU1","MLG81","BOB",2011,2011,2011-08-01,"cluster1"
"57","BOHHAS3","MLG257","BOH",2011,2011,2011-08-01,"cluster1"
"58","ALD13","MLG359","ALD",2011,2011,2011-08-19,"cluster5"
"59","ALD14","MLG152","ALD",2011,2011,2011-08-19,"cluster6"
"60","FREI17","MLG354","FRE",2011,2011,2011-08-19,"cluster3"
"61","FREI18","MLG432","FRE",2011,2011,2011-08-19,"mixed"
"62","RIETH10","MLG287","RIE",2011,2011,2011-08-19,"mixed"
"63","ALD15","MLG363","ALD",2011,2011,2011-08-20,"cluster5"
"64","RIETH11","MLG349","RIE",2011,2011,2011-08-20,"mixed"
"65","RIETH12","MLG220","RIE",2011,2011,2011-08-20,"cluster4"
"66","TROSS7","MLG13","TRO",2011,2011,2011-08-20,"cluster6"
"67","BOHBU2","MLG81","BOB",2011,2011,2011-09-10,"cluster1"
"68","BOHBU2","MLG81","BOB",2011,2011,2011-09-10,"cluster1"
"69","BOHHAS5","MLG256","BOH",2011,2011,2011-09-11,"cluster1"
"70","BOHHAS6","MLG344","BOH",2011,2011,2011-09-11,"cluster1"
"71","ALD16","MLG363","ALD",2011,2011,2011-10-01,"cluster5"
"72","ALD17","MLG328","ALD",2011,2011,2011-10-01,"cluster6"
"73","BOHBU3","MLG67","BOB",2011,2011,2011-10-01,"cluster1"
"74","BOHHAS7","MLG115","BOH",2011,2011,2011-10-01,"cluster1"
"75","RIETH13","MLG342","RIE",2011,2011,2011-10-01,"cluster1"
"76","RIETH14","MLG182","RIE",2011,2011,2011-10-01,"cluster1"
"77","TROSS8","MLG13","TRO",2011,2011,2011-10-01,"cluster6"
"78","TROSS9","MLG13","TRO",2011,2011,2011-10-01,"cluster6"
"79","FREI19","MLG354","FRE",2011,2011,2011-10-02,"cluster3"
"80","FREI20","MLG354","FRE",2011,2011,2011-10-02,"cluster3"
"81","FREIBRUM1","MLG332","FRB",2011,2011,2011-10-02,"cluster6"
"82","BOHHAS10","MLG257","BOH",2011,2011,2011-10-23,"cluster1"
"83","BOHHAS11","MLG36","BOH",2011,2011,2011-10-23,"cluster1"
"84","BOHHAS8","MLG50","BOH",2011,2011,2011-10-23,"cluster1"
"85","BOHHAS9","MLG257","BOH",2011,2011,2011-10-23,"cluster1"
"86","UEBERL117","MLG397","UEB",2011,2011,2011-10-28,"cluster5"
"87","UEBERL117","MLG397","UEB",2011,2011,2011-10-28,"cluster5"
"88","UEBERL118","MLG397","UEB",2011,2011,2011-10-28,"cluster5"
"89","UEBERL118","MLG397","UEB",2011,2011,2011-10-28,"cluster5"
"90","UEBERL119","MLG397","UEB",2011,2011,2011-10-28,"cluster5"
"91","UEBERL119","MLG397","UEB",2011,2011,2011-10-28,"cluster5"
"92","UEBERL120","MLG397","UEB",2011,2011,2011-10-28,"cluster5"
"93","UEBERL120","MLG397","UEB",2011,2011,2011-10-28,"cluster5"
"94","UEBERL121","MLG395","UEB",2011,2011,2011-10-28,"cluster5"
"95","UEBERL122","MLG395","UEB",2011,2011,2011-10-28,"cluster5"
"96","UEBERL123","MLG395","UEB",2011,2011,2011-10-28,"cluster5"
"97","UEBERL124","MLG395","UEB",2011,2011,2011-10-28,"cluster5"
"98","UEBERL125","MLG395","UEB",2011,2011,2011-10-28,"cluster5"
"99","UEBERL126","MLG446","UEB",2011,2011,2011-10-29,"cluster5"
"100","UEBERL127","MLG446","UEB",2011,2011,2011-10-29,"cluster5"
"101","UEBERL128","MLG446","UEB",2011,2011,2011-10-29,"cluster5"
"102","UEBERL129","MLG446","UEB",2011,2011,2011-10-29,"cluster5"
"103","UEBERL130","MLG446","UEB",2011,2011,2011-10-29,"cluster5"
"104","FREI21","MLG354","FRE",2011,2011,2011-10-30,"cluster3"
"105","FREI22","MLG354","FRE",2011,2011,2011-10-30,"cluster3"
"106","FREIBRUM2","MLG332","FRB",2011,2011,2011-10-30,"cluster6"
"107","FREIBRUM3","MLG91","FRB",2011,2011,2011-10-30,"cluster4"
"108","FREIBRUM3","MLG91","FRB",2011,2011,2011-10-30,"cluster4"
"109","UEBERL131","MLG397","UEB",2011,2011,2011-10-30,"cluster5"
"110","UEBERL131","MLG397","UEB",2011,2011,2011-10-30,"cluster5"
"111","UEBERL132","MLG397","UEB",2011,2011,2011-10-30,"cluster5"
"112","UEBERL132","MLG397","UEB",2011,2011,2011-10-30,"cluster5"
"113","UEBERL133","MLG439","UEB",2011,2011,2011-10-30,"cluster5"
"114","UEBERL133","MLG439","UEB",2011,2011,2011-10-30,"cluster5"
"115","UEBERL134","MLG397","UEB",2011,2011,2011-10-30,"cluster5"
"116","UEBERL134","MLG397","UEB",2011,2011,2011-10-30,"cluster5"
"117","UEBERL135","MLG397","UEB",2011,2011,2011-10-30,"cluster5"
"118","UEBERL135","MLG397","UEB",2011,2011,2011-10-30,"cluster5"
"119","UEBERL136","MLG397","UEB",2011,2011,2011-10-30,"cluster5"
"120","UEBERL136","MLG397","UEB",2011,2011,2011-10-30,"cluster5"
"121","UEBERL137","MLG397","UEB",2011,2011,2011-10-30,"cluster5"
"122","UEBERL137","MLG397","UEB",2011,2011,2011-10-30,"cluster5"
"123","UEBERL138","MLG440","UEB",2011,2011,2011-10-30,"cluster5"
"124","UEBERL139","MLG440","UEB",2011,2011,2011-10-30,"cluster5"
"125","UEBERL140","MLG400","UEB",2011,2011,2011-10-30,"cluster5"
"126","UEBERL140","MLG400","UEB",2011,2011,2011-10-30,"cluster5"
"127","UEBERL141","MLG400","UEB",2011,2011,2011-10-30,"cluster5"
"128","UEBERL141","MLG400","UEB",2011,2011,2011-10-30,"cluster5"
"129","UEBERL142","MLG397","UEB",2011,2011,2011-10-30,"cluster5"
"130","UEBERL142","MLG397","UEB",2011,2011,2011-10-30,"cluster5"
"131","UEBERL143","MLG445","UEB",2011,2011,2011-10-30,"cluster5"
"132","UEBERL143","MLG445","UEB",2011,2011,2011-10-30,"cluster5"
"133","ALD18","MLG359","ALD",2011,2011,2011-11-01,"cluster5"
"134","ALD19","MLG152","ALD",2011,2011,2011-11-01,"cluster6"
"135","RIETH15","MLG414","RIE",2011,2011,2011-11-01,"cluster5"
"136","RIETH15","MLG414","RIE",2011,2011,2011-11-01,"cluster5"
"137","RIETH16","MLG350","RIE",2011,2011,2011-11-01,"cluster6"
"138","TROSS10","MLG366","TRO",2011,2011,2011-11-01,"cluster6"
"139","TROSS10","MLG366","TRO",2011,2011,2011-11-01,"cluster6"
"140","TROSS11","MLG13","TRO",2011,2011,2011-11-01,"cluster6"
"141","FREI23","MLG354","FRE",2011,2011,2011-11-09,"cluster3"
"142","FREI24","MLG354","FRE",2011,2011,2011-11-09,"cluster3"
"143","BOHBU4","MLG68","BOB",2011,2011,2011-11-12,"cluster1"
"144","ALD20","MLG363","ALD",2011,2011,2011-11-13,"cluster5"
"145","ALD21","MLG363","ALD",2011,2011,2011-11-13,"cluster5"
"146","RIETH17","MLG310","RIE",2011,2011,2011-11-13,"cluster1"
"147","RIETH18","MLG343","RIE",2011,2011,2011-11-13,"cluster1"
"148","SCHLI8","MLG99","SCG",2011,2011,2011-11-13,"cluster2"
"149","SCHLI9","MLG100","SCG",2011,2011,2011-11-13,"cluster2"
"150","TROSS12","MLG12","TRO",2011,2011,2011-11-13,"cluster6"
"151","TROSS13","MLG12","TRO",2011,2011,2011-11-13,"cluster6"
"152","ALD22","MLG363","ALD",2011,2011,2011-12-02,"cluster5"
"153","ALD23","MLG366","ALD",2011,2011,2011-12-02,"cluster6"
"154","ALD23","MLG366","ALD",2011,2011,2011-12-02,"cluster6"
"155","RIETH19","MLG387","RIE",2011,2011,2011-12-02,"cluster4"
"156","RIETH20","MLG287","RIE",2011,2011,2011-12-02,"mixed"
"157","TROSS14","MLG13","TRO",2011,2011,2011-12-02,"cluster6"
"158","TROSS15","MLG13","TRO",2011,2011,2011-12-02,"cluster6"
"159","BOHBU5","MLG93","BOB",2011,2011,2011-12-03,"cluster4"
"160","BOHHAS12","MLG95","BOH",2011,2011,2011-12-03,"cluster4"
"161","FREIBRUM4","MLG332","FRB",2011,2011,2011-12-03,"cluster6"
"162","ALD24","MLG363","ALD",2011,2011,2011-12-23,"cluster5"
"163","ALD25","MLG363","ALD",2011,2011,2011-12-23,"cluster5"
"164","TROSS16","MLG366","TRO",2011,2011,2011-12-23,"cluster6"
"165","TROSS16","MLG366","TRO",2011,2011,2011-12-23,"cluster6"
"166","TROSS17","MLG366","TRO",2011,2011,2011-12-23,"cluster6"
"167","TROSS17","MLG366","TRO",2011,2011,2011-12-23,"cluster6"
"168","BOHBU6","MLG217","BOB",2011,2011,2011-12-24,"cluster4"
"169","ALD26","MLG363","ALD",2011,2012,2012-01-14,"cluster5"
"170","ALD27","MLG149","ALD",2011,2012,2012-01-14,"cluster6"
"171","TROSS18","MLG366","TRO",2011,2012,2012-01-14,"cluster6"
"172","TROSS18","MLG366","TRO",2011,2012,2012-01-14,"cluster6"
"173","TROSS19","MLG365","TRO",2011,2012,2012-01-14,"cluster6"
"174","FREI28","MLG417","FRE",2011,2012,2012-01-17,"cluster6"
"175","ALD28","MLG152","ALD",2011,2012,2012-02-03,"cluster6"
"176","ALD29","MLG363","ALD",2011,2012,2012-02-03,"cluster5"
"177","RIETH21","MLG387","RIE",2011,2012,2012-02-03,"cluster4"
"178","SCHLI10","MLG99","SCG",2011,2012,2012-02-03,"cluster2"
"179","TROSS20","MLG13","TRO",2011,2012,2012-02-03,"cluster6"
"180","BOHBU10","MLG76","BOB",2011,2012,2012-02-05,"cluster1"
"181","BOHBU7","MLG81","BOB",2011,2012,2012-02-05,"cluster1"
"182","BOHBU7","MLG81","BOB",2011,2012,2012-02-05,"cluster1"
"183","BOHBU8","MLG302","BOB",2011,2012,2012-02-05,"mixed"
"184","BOHBU9","MLG378","BOB",2011,2012,2012-02-05,"cluster4"
"185","ALD30","MLG363","ALD",2011,2012,2012-02-21,"cluster5"
"186","RIETH22","MLG220","RIE",2011,2012,2012-02-21,"cluster4"
"187","BOHBU11","MLG81","BOB",2011,2012,2012-03-05,"cluster1"
"188","BOHBU11","MLG81","BOB",2011,2012,2012-03-05,"cluster1"
"189","BOHBU12","MLG81","BOB",2011,2012,2012-03-05,"cluster1"
"190","BOHBU12","MLG81","BOB",2011,2012,2012-03-05,"cluster1"
"191","BOHBU13","MLG81","BOB",2011,2012,2012-03-05,"cluster1"
"192","BOHBU13","MLG81","BOB",2011,2012,2012-03-05,"cluster1"
"193","BOHBU14","MLG86","BOB",2011,2012,2012-03-05,"cluster1"
"194","BOHBU15","MLG67","BOB",2011,2012,2012-03-15,"cluster1"
"195","FREI29","MLG354","FRE",2011,2012,2012-03-15,"cluster3"
"196","FREI30","MLG432","FRE",2011,2012,2012-03-15,"mixed"
"197","ALD31","MLG363","ALD",2011,2012,2012-03-19,"cluster5"
"198","RIETH23","MLG310","RIE",2011,2012,2012-03-19,"cluster1"
"199","RIETH24","MLG202","RIE",2011,2012,2012-03-19,"cluster1"
"200","TROSS21","MLG366","TRO",2011,2012,2012-03-19,"cluster6"
"201","TROSS21","MLG366","TRO",2011,2012,2012-03-19,"cluster6"
"202","TROSS22","MLG13","TRO",2011,2012,2012-03-19,"cluster6"
"203","SCHLIGR3","MLG289","SCL",2011,2012,2012-04-01,"cluster2"
"204","SCHLIGR4","MLG133","SCL",2011,2012,2012-04-01,"cluster2"
"205","SCHLIGR7","MLG296","SCL",2011,2012,2012-04-01,"cluster2"
"206","BOHBU16","MLG82","BOB",2012,2012,2012-05-19,"cluster1"
"207","FREI31","MLG354","FRE",2012,2012,2012-06-10,"cluster3"
"208","FREI32","MLG354","FRE",2012,2012,2012-06-10,"cluster3"
"209","FREI33","MLG354","FRE",2012,2012,2012-07-01,"cluster3"
"210","FREI34","MLG354","FRE",2012,2012,2012-07-01,"cluster3"
"211","SCHLIGR119","MLG297","SCL",2012,2012,2012-07-02,"cluster2"
"212","SCHLIGR121","MLG297","SCL",2012,2012,2012-07-02,"cluster2"
"213","SCHLIGR126","MLG281","SCL",2012,2012,2012-07-02,"cluster2"
"214","SCHLIGR127","MLG52","SCL",2012,2012,2012-07-02,"cluster6"
"215","SCHLIGR127","MLG52","SCL",2012,2012,2012-07-02,"cluster6"
"216","SCHLIGR128","MLG281","SCL",2012,2012,2012-07-02,"cluster2"
"217","SCHLIGR131","MLG281","SCL",2012,2012,2012-07-02,"cluster2"
"218","SCHLIGR132","MLG47","SCL",2012,2012,2012-07-02,"cluster6"
"219","SCHLIGR136","MLG297","SCL",2012,2012,2012-07-02,"cluster2"
"220","SCHLIGR137","MLG281","SCL",2012,2012,2012-07-02,"cluster2"
"221","SCHLIGR139","MLG281","SCL",2012,2012,2012-07-02,"cluster2"
"222","SCHLIGR142","MLG281","SCL",2012,2012,2012-07-02,"cluster2"
"223","SCHLIGR143","MLG297","SCL",2012,2012,2012-07-02,"cluster2"
"224","SCHLIGR145","MLG297","SCL",2012,2012,2012-07-02,"cluster2"
"225","SCHLIGR147","MLG297","SCL",2012,2012,2012-07-02,"cluster2"
"226","SCHLIGR149","MLG297","SCL",2012,2012,2012-07-02,"cluster2"
"227","SCHLIGR150","MLG281","SCL",2012,2012,2012-07-02,"cluster2"
"228","SCHLIGR152","MLG297","SCL",2012,2012,2012-07-02,"cluster2"
"229","SCHLIGR154","MLG281","SCL",2012,2012,2012-07-02,"cluster2"
"230","SCHLIGR156","MLG281","SCL",2012,2012,2012-07-02,"cluster2"
"231","SCHLIGR159","MLG288","SCL",2012,2012,2012-07-02,"cluster2"
"232","SCHLIGR160","MLG297","SCL",2012,2012,2012-07-02,"cluster2"
"233","SCHLIGR163","MLG297","SCL",2012,2012,2012-07-02,"cluster2"
"234","SCHLIGR164","MLG281","SCL",2012,2012,2012-07-02,"cluster2"
"235","SCHLIGR173","MLG297","SCL",2012,2012,2012-07-02,"cluster2"
"236","SCHLIGR175","MLG288","SCL",2012,2012,2012-07-02,"cluster2"
"237","SCHLIGR177","MLG297","SCL",2012,2012,2012-07-02,"cluster2"
"238","SCHLIGR180","MLG281","SCL",2012,2012,2012-07-02,"cluster2"
"239","SCHLIGR183","MLG52","SCL",2012,2012,2012-07-02,"cluster6"
"240","SCHLIGR183","MLG52","SCL",2012,2012,2012-07-02,"cluster6"
"241","SCHLIGR184","MLG288","SCL",2012,2012,2012-07-02,"cluster2"
"242","SCHLIGR187","MLG297","SCL",2012,2012,2012-07-02,"cluster2"
"243","SCHLIGR189","MLG297","SCL",2012,2012,2012-07-02,"cluster2"
"244","BOHBU17","MLG81","BOB",2012,2012,2012-07-23,"cluster1"
"245","BOHBU17","MLG81","BOB",2012,2012,2012-07-23,"cluster1"
"246","BOHBU18","MLG81","BOB",2012,2012,2012-07-23,"cluster1"
"247","BOHBU18","MLG81","BOB",2012,2012,2012-07-23,"cluster1"
"248","BOHBU19","MLG81","BOB",2012,2012,2012-07-23,"cluster1"
"249","BOHBU19","MLG81","BOB",2012,2012,2012-07-23,"cluster1"
"250","BOHBU21","MLG82","BOB",2012,2012,2012-07-23,"cluster1"
"251","BOHBU22","MLG68","BOB",2012,2012,2012-07-23,"cluster1"
"252","BOHBU23","MLG81","BOB",2012,2012,2012-07-23,"cluster1"
"253","BOHBU23","MLG81","BOB",2012,2012,2012-07-23,"cluster1"
"254","SCHLIDR1","MLG253","SCD",2012,2012,2012-07-23,"cluster2"
"255","SCHLIDR1","MLG253","SCD",2012,2012,2012-07-23,"cluster2"
"256","UEBERL1","MLG304","UEB",2012,2012,2012-07-23,"cluster5"
"257","SCHLIGR10","MLG316","SCL",2012,2012,2012-07-25,"cluster2"
"258","SCHLIGR11","MLG316","SCL",2012,2012,2012-07-25,"cluster2"
"259","SCHLIGR12","MLG295","SCL",2012,2012,2012-07-25,"cluster2"
"260","SCHLIGR8","MLG281","SCL",2012,2012,2012-07-25,"cluster2"
"261","FREI35","MLG354","FRE",2012,2012,2012-08-03,"cluster3"
"262","FREI36","MLG354","FRE",2012,2012,2012-08-03,"cluster3"
"263","BOHBU24","MLG81","BOB",2012,2012,2012-08-12,"cluster1"
"264","BOHBU24","MLG81","BOB",2012,2012,2012-08-12,"cluster1"
"265","BOHBU25","MLG81","BOB",2012,2012,2012-08-12,"cluster1"
"266","BOHBU25","MLG81","BOB",2012,2012,2012-08-12,"cluster1"
"267","BOHHAS14","MLG215","BOH",2012,2012,2012-08-12,"cluster1"
"268","BOHHAS15","MLG258","BOH",2012,2012,2012-08-12,"cluster1"
"269","BOHHAS16","MLG439","BOH",2012,2012,2012-08-12,"cluster5"
"270","BOHHAS16","MLG439","BOH",2012,2012,2012-08-12,"cluster5"
"271","BOHHAS17","MLG256","BOH",2012,2012,2012-08-12,"cluster1"
"272","UEBERL2","MLG389","UEB",2012,2012,2012-08-12,"cluster5"
"273","FREI38","MLG354","FRE",2012,2012,2012-08-17,"cluster3"
"274","FREI39","MLG354","FRE",2012,2012,2012-09-01,"cluster3"
"275","FREI40","MLG354","FRE",2012,2012,2012-09-01,"cluster3"
"276","SCHLIDR2","MLG214","SCD",2012,2012,2012-09-01,"cluster2"
"277","SCHLIDR3","MLG244","SCD",2012,2012,2012-09-01,"cluster2"
"278","BOHBU27","MLG192","BOB",2012,2012,2012-09-02,"cluster1"
"279","BOHBU28","MLG75","BOB",2012,2012,2012-09-02,"cluster1"
"280","BOHBU29","MLG68","BOB",2012,2012,2012-09-02,"cluster1"
"281","BOHBU30","MLG159","BOB",2012,2012,2012-09-02,"cluster1"
"282","BOHBU31","MLG68","BOB",2012,2012,2012-09-02,"cluster1"
"283","BOHBU32","MLG81","BOB",2012,2012,2012-09-02,"cluster1"
"284","BOHBU32","MLG81","BOB",2012,2012,2012-09-02,"cluster1"
"285","BOHBU33","MLG81","BOB",2012,2012,2012-09-02,"cluster1"
"286","BOHBU33","MLG81","BOB",2012,2012,2012-09-02,"cluster1"
"287","BOHHAS18","MLG308","BOH",2012,2012,2012-09-02,"cluster1"
"288","BOHHAS19","MLG260","BOH",2012,2012,2012-09-02,"cluster1"
"289","UEBERL4","MLG364","UEB",2012,2012,2012-09-03,"cluster5"
"290","UEBERL5","MLG397","UEB",2012,2012,2012-09-03,"cluster5"
"291","UEBERL5","MLG397","UEB",2012,2012,2012-09-03,"cluster5"
"292","UEBERL6","MLG392","UEB",2012,2012,2012-09-03,"cluster5"
"293","SCHLIDR10","MLG58","SCD",2012,2012,2012-09-20,"cluster6"
"294","SCHLIDR11","MLG61","SCD",2012,2012,2012-09-20,"mixed"
"295","SCHLIDR12","MLG111","SCD",2012,2012,2012-09-20,"cluster2"
"296","SCHLIDR13","MLG205","SCD",2012,2012,2012-09-20,"cluster2"
"297","SCHLIDR14","MLG255","SCD",2012,2012,2012-09-20,"cluster2"
"298","SCHLIDR15","MLG282","SCD",2012,2012,2012-09-20,"cluster2"
"299","SCHLIDR16","MLG83","SCD",2012,2012,2012-09-20,"mixed"
"300","SCHLIDR6","MLG98","SCD",2012,2012,2012-09-20,"cluster2"
"301","SCHLIDR7","MLG72","SCD",2012,2012,2012-09-20,"cluster2"
"302","SCHLIDR8","MLG210","SCD",2012,2012,2012-09-20,"cluster2"
"303","SCHLIDR9","MLG207","SCD",2012,2012,2012-09-20,"cluster2"
"304","SCHLIGR17","MLG281","SCL",2012,2012,2012-09-20,"cluster2"
"305","SCHLIGR18","MLG299","SCL",2012,2012,2012-09-20,"cluster2"
"306","SCHLIGR19","MLG278","SCL",2012,2012,2012-09-20,"cluster2"
"307","SCHLIGR21","MLG268","SCL",2012,2012,2012-09-20,"cluster6"
"308","BOHBU34","MLG81","BOB",2012,2012,2012-09-22,"cluster1"
"309","BOHBU34","MLG81","BOB",2012,2012,2012-09-22,"cluster1"
"310","UEBERL7","MLG440","UEB",2012,2012,2012-09-22,"cluster5"
"311","BOHHAS22","MLG257","BOH",2012,2012,2012-09-23,"cluster1"
"312","WSL001","MLG334","WSL",2012,2012,2012-09-27,"cluster6"
"313","FREI41","MLG354","FRE",2012,2012,2012-09-29,"cluster3"
"314","FREI42","MLG354","FRE",2012,2012,2012-09-29,"cluster3"
"315","ALD33","MLG363","ALD",2012,2012,2012-10-12,"cluster5"
"316","RIETH25","MLG221","RIE",2012,2012,2012-10-12,"mixed"
"317","BOHHAS24","MLG246","BOH",2012,2012,2012-10-13,"cluster1"
"318","BOHHAS25","MLG259","BOH",2012,2012,2012-10-13,"cluster1"
"319","FREI43","MLG354","FRE",2012,2012,2012-10-14,"cluster3"
"320","FREIBRUM5","MLG332","FRB",2012,2012,2012-10-14,"cluster6"
"321","FREIBRUM6","MLG321","FRB",2012,2012,2012-10-14,"cluster3"
"322","SCHLI87","MLG99","SCG",2012,2012,2012-10-14,"cluster2"
"323","SCHLIDR17","MLG225","SCD",2012,2012,2012-10-14,"cluster2"
"324","SCHLIDR18","MLG282","SCD",2012,2012,2012-10-14,"cluster2"
"325","SCHLIDR19","MLG97","SCD",2012,2012,2012-10-14,"cluster2"
"326","SCHLIDR20","MLG84","SCD",2012,2012,2012-10-14,"cluster2"
"327","SCHLIGR22","MLG139","SCL",2012,2012,2012-10-14,"cluster2"
"328","SCHLIGR23","MLG137","SCL",2012,2012,2012-10-14,"mixed"
"329","SCHLIGR24","MLG280","SCL",2012,2012,2012-10-14,"cluster2"
"330","SCHLIGR25","MLG266","SCL",2012,2012,2012-10-14,"cluster2"
"331","SCHLIGR27","MLG277","SCL",2012,2012,2012-10-14,"cluster2"
"332","SCHLIGR28","MLG135","SCL",2012,2012,2012-10-14,"mixed"
"333","BOHBU37","MLG118","BOB",2012,2012,2012-10-19,"cluster4"
"334","BOHBU39","MLG109","BOB",2012,2012,2012-10-19,"cluster4"
"335","BOHBU40","MLG377","BOB",2012,2012,2012-10-19,"cluster4"
"336","BOHBU41","MLG59","BOB",2012,2012,2012-10-19,"cluster1"
"337","BOHBU42","MLG55","BOB",2012,2012,2012-10-19,"cluster1"
"338","BOHBU43","MLG68","BOB",2012,2012,2012-10-19,"cluster1"
"339","ALD34","MLG363","ALD",2012,2012,2012-11-02,"cluster5"
"340","RIETH26","MLG292","RIE",2012,2012,2012-11-02,"cluster6"
"341","RIETH27","MLG314","RIE",2012,2012,2012-11-02,"cluster1"
"342","TROSS23","MLG13","TRO",2012,2012,2012-11-02,"cluster6"
"343","BOHHAS26","MLG241","BOH",2012,2012,2012-11-03,"cluster1"
"344","BOHHAS27","MLG259","BOH",2012,2012,2012-11-03,"cluster1"
"345","FREIBRUM7","MLG356","FRB",2012,2012,2012-11-03,"cluster3"
"346","FREIBRUM8","MLG321","FRB",2012,2012,2012-11-03,"cluster3"
"347","SCHLIDR21","MLG207","SCD",2012,2012,2012-11-03,"cluster2"
"348","SCHLIDR23","MLG138","SCD",2012,2012,2012-11-03,"cluster2"
"349","SCHLIDR24","MLG243","SCD",2012,2012,2012-11-03,"cluster2"
"350","SCHLIDR25","MLG31","SCD",2012,2012,2012-11-03,"cluster4"
"351","SCHLIDR26","MLG124","SCD",2012,2012,2012-11-03,"cluster6"
"352","SCHLIGR29","MLG290","SCL",2012,2012,2012-11-03,"cluster2"
"353","SCHLIGR30","MLG297","SCL",2012,2012,2012-11-03,"cluster2"
"354","BOHBU115","MLG81","BOB",2012,2012,2012-11-15,"cluster1"
"355","BOHBU115","MLG81","BOB",2012,2012,2012-11-15,"cluster1"
"356","BOHBU116","MLG237","BOB",2012,2012,2012-11-15,"cluster4"
"357","ALD35","MLG360","ALD",2012,2012,2012-11-24,"cluster5"
"358","ALD36","MLG363","ALD",2012,2012,2012-11-24,"cluster5"
