Sample,MLG,PSex,aest06_1,aest07_1,aest15_1,aest26_1,aest28_1,aest35_1,aest36_1,aest01_1,aest10_1,aest18_1,aest24_1,aest25_1,aest29_1,aest31_1
HAN073,MLG284,1.08E-13,218,261,312,178,356,148,326,236,280,144,295,122,211,308
RIETH1,MLG285,-,218,261,312,178,356,148,326,236,290,144,298,128,216,318
RIETH4,MLG286,4.55E-06,218,261,312,178,356,148,326,242,280,160,298,128,216,313
RIETH58,MLG286,4.55E-06,218,261,312,178,356,148,326,242,280,160,298,128,216,313
RIETH5,MLG287,0,218,261,312,178,356,148,326,242,290,144,292,128,211,313
RIETH10,MLG287,0,218,261,312,178,356,148,326,242,290,144,292,128,211,313
RIETH20,MLG287,0,218,261,312,178,356,148,326,242,290,144,292,128,211,313
RIETH34,MLG287,0,218,261,312,178,356,148,326,242,290,144,292,128,211,313
SCHLIGR159,MLG288,4.44E-14,218,261,312,178,356,152,322,254,290,144,298,122,211,318
SCHLIGR175,MLG288,4.44E-14,218,261,312,178,356,152,322,254,290,144,298,122,211,318
SCHLIGR184,MLG288,4.44E-14,218,261,312,178,356,152,322,254,290,144,298,122,211,318
SCHLIGR32,MLG288,4.44E-14,218,261,312,178,356,152,322,254,290,144,298,122,211,318
SCHLIGR103,MLG288,4.44E-14,218,261,312,178,356,152,322,254,290,144,298,122,211,318
SCHLIGR106,MLG288,4.44E-14,218,261,312,178,356,152,322,254,290,144,298,122,211,318
SCHLIGR3,MLG289,-,218,261,312,178,356,152,322,254,290,160,298,122,211,300
SCHLIGR29,MLG290,-,218,261,312,178,359,148,322,242,290,144,298,122,211,318
SCHLIGR46,MLG291,-,218,261,312,178,359,148,322,254,290,144,298,122,211,318
RIETH26,MLG292,-,218,261,312,178,359,148,326,236,280,160,292,122,211,308
SCHLIGR88,MLG293,-,218,261,312,178,359,152,322,236,290,144,298,122,211,318
SCHLIGR40,MLG294,-,218,261,312,178,359,152,322,248,290,160,298,122,211,308
SCHLIGR12,MLG295,4.10E-08,218,261,312,178,359,152,322,254,290,144,298,122,211,308
SCHLIGR39,MLG295,4.10E-08,218,261,312,178,359,152,322,254,290,144,298,122,211,308
SCHLIGR7,MLG296,-,218,261,312,178,359,152,322,254,290,144,298,122,211,313
SCHLIGR119,MLG297,8.92E-14,218,261,312,178,359,152,322,254,290,144,298,122,211,318
SCHLIGR121,MLG297,8.92E-14,218,261,312,178,359,152,322,254,290,144,298,122,211,318
SCHLIGR136,MLG297,8.92E-14,218,261,312,178,359,152,322,254,290,144,298,122,211,318
SCHLIGR143,MLG297,8.92E-14,218,261,312,178,359,152,322,254,290,144,298,122,211,318
SCHLIGR145,MLG297,8.92E-14,218,261,312,178,359,152,322,254,290,144,298,122,211,318
SCHLIGR147,MLG297,8.92E-14,218,261,312,178,359,152,322,254,290,144,298,122,211,318
SCHLIGR149,MLG297,8.92E-14,218,261,312,178,359,152,322,254,290,144,298,122,211,318
SCHLIGR152,MLG297,8.92E-14,218,261,312,178,359,152,322,254,290,144,298,122,211,318
SCHLIGR160,MLG297,8.92E-14,218,261,312,178,359,152,322,254,290,144,298,122,211,318
SCHLIGR163,MLG297,8.92E-14,218,261,312,178,359,152,322,254,290,144,298,122,211,318
SCHLIGR173,MLG297,8.92E-14,218,261,312,178,359,152,322,254,290,144,298,122,211,318
SCHLIGR177,MLG297,8.92E-14,218,261,312,178,359,152,322,254,290,144,298,122,211,318
SCHLIGR187,MLG297,8.92E-14,218,261,312,178,359,152,322,254,290,144,298,122,211,318
SCHLIGR189,MLG297,8.92E-14,218,261,312,178,359,152,322,254,290,144,298,122,211,318
SCHLIGR30,MLG297,8.92E-14,218,261,312,178,359,152,322,254,290,144,298,122,211,318
SCHLIGR55,MLG297,8.92E-14,218,261,312,178,359,152,322,254,290,144,298,122,211,318
SCHLIGR58,MLG297,8.92E-14,218,261,312,178,359,152,322,254,290,144,298,122,211,318
SCHLIGR60,MLG297,8.92E-14,218,261,312,178,359,152,322,254,290,144,298,122,211,318
SCHLIGR62,MLG297,8.92E-14,218,261,312,178,359,152,322,254,290,144,298,122,211,318
SCHLIGR75,MLG297,8.92E-14,218,261,312,178,359,152,322,254,290,144,298,122,211,318
SCHLIGR76,MLG297,8.92E-14,218,261,312,178,359,152,322,254,290,144,298,122,211,318
SCHLIGR77,MLG297,8.92E-14,218,261,312,178,359,152,322,254,290,144,298,122,211,318
SCHLIGR78,MLG297,8.92E-14,218,261,312,178,359,152,322,254,290,144,298,122,211,318
SCHLIGR87,MLG297,8.92E-14,218,261,312,178,359,152,322,254,290,144,298,122,211,318
SCHLIGR90,MLG297,8.92E-14,218,261,312,178,359,152,322,254,290,144,298,122,211,318
SCHLIGR92,MLG297,8.92E-14,218,261,312,178,359,152,322,254,290,144,298,122,211,318
SCHLIGR97,MLG297,8.92E-14,218,261,312,178,359,152,322,254,290,144,298,122,211,318
SCHLIGR102,MLG297,8.92E-14,218,261,312,178,359,152,322,254,290,144,298,122,211,318
SCHLIGR234,MLG297,8.92E-14,218,261,312,178,359,152,322,254,290,144,298,122,211,318
SCHLIGR287,MLG297,8.92E-14,218,261,312,178,359,152,322,254,290,144,298,122,211,318
SCHLIGR303,MLG297,8.92E-14,218,261,312,178,359,152,322,254,290,144,298,122,211,318
SCHLIGR305,MLG297,8.92E-14,218,261,312,178,359,152,322,254,290,144,298,122,211,318
SCHLIGR306,MLG297,8.92E-14,218,261,312,178,359,152,322,254,290,144,298,122,211,318
SCHLIGR344,MLG297,8.92E-14,218,261,312,178,359,152,322,254,290,144,298,122,211,318
SCHLIGR34,MLG298,-,218,261,312,178,371,152,322,248,290,144,298,122,211,318
SCHLIGR18,MLG299,-,218,261,312,178,371,152,322,254,290,144,298,122,211,318
SCHLIGR98,MLG300,-,218,261,312,178,377,152,322,254,290,144,298,122,211,318
BOHBU54,MLG301,-,218,261,312,178,383,148,326,236,295,144,298,128,211,308
BOHBU8,MLG302,-,218,261,312,178,383,148,326,242,280,140,298,122,211,308
BOHHAS2,MLG303,-,218,261,312,178,383,148,326,242,280,140,298,128,216,313
UEBERL1,MLG304,0,218,261,312,178,383,148,326,242,288,144,298,128,241,308
UEBERL146,MLG304,0,218,261,312,178,383,148,326,242,288,144,298,128,241,308
UEBERL23,MLG304,0,218,261,312,178,383,148,326,242,288,144,298,128,241,308
SCHLIGR33,MLG305,-,218,261,312,178,386,152,322,254,290,144,298,122,211,318
HAN021,MLG306,-,218,261,312,178,389,148,322,242,280,144,298,122,211,308
BRU155,MLG307,-,218,261,312,178,389,148,322,242,295,144,298,128,211,313
BOHHAS18,MLG308,-,218,261,312,178,389,148,326,236,280,140,298,128,216,318
RIETH64,MLG309,-,218,261,312,178,389,148,326,236,290,140,292,122,211,318
RIETH17,MLG310,3.64E-13,218,261,312,178,389,148,326,236,290,144,292,122,211,313
RIETH23,MLG310,3.64E-13,218,261,312,178,389,148,326,236,290,144,292,122,211,313
RIETH61,MLG310,3.64E-13,218,261,312,178,389,148,326,236,290,144,292,122,211,313
UST37,MLG311,3.09E-05,218,261,312,178,389,148,326,242,280,144,298,128,216,318
UST43,MLG311,3.09E-05,218,261,312,178,389,148,326,242,280,144,298,128,216,318
SCHLIGR109,MLG312,-,218,261,312,178,389,152,322,236,290,144,298,122,211,318
RIETH30,MLG313,-,218,261,312,178,392,148,322,242,290,160,313,128,211,308
RIETH27,MLG314,-,218,261,312,178,392,148,326,236,290,140,292,122,211,313
SCHLIGR91,MLG315,-,218,261,312,178,398,152,322,254,290,144,298,122,211,318
SCHLIGR10,MLG316,3.42E-09,218,261,312,178,401,152,322,254,290,144,298,122,211,318
SCHLIGR11,MLG316,3.42E-09,218,261,312,178,401,152,322,254,290,144,298,122,211,318
BOHBU340,MLG317,1.41E-09,218,261,312,178,404,148,326,236,295,140,298,128,216,308
BOHBU376,MLG317,1.41E-09,218,261,312,178,404,148,326,236,295,140,298,128,216,308
SCHLIGR270,MLG318,-,218,261,312,178,425,152,322,254,290,144,298,122,211,318
SCHLIGR35,MLG319,-,218,261,312,181,359,152,326,248,290,144,298,122,211,313
KON305,MLG320,-,218,261,312,196,353,148,322,248,280,160,298,128,216,308
FREIBRUM6,MLG321,8.53E-14,218,266,317,157,377,152,326,254,294,136,295,137,204,313
FREIBRUM8,MLG321,8.53E-14,218,266,317,157,377,152,326,254,294,136,295,137,204,313
FREIBRUM12,MLG321,8.53E-14,218,266,317,157,377,152,326,254,294,136,295,137,204,313
FREIBRUM16,MLG321,8.53E-14,218,266,317,157,377,152,326,254,294,136,295,137,204,313
FREIBRUM13,MLG322,-,218,266,317,157,377,156,326,254,295,136,295,137,204,313
FREIBRUM14,MLG323,-,218,266,317,157,401,152,326,260,294,136,295,137,208,313
BUR15,MLG324,0,218,276,322,157,353,164,322,236,299,160,313,137,209,318
BUR47,MLG324,0,218,276,322,157,353,164,322,236,299,160,313,137,209,318
BUR85,MLG324,0,218,276,322,157,353,164,322,236,299,160,313,137,209,318
BUR6,MLG325,0,218,276,322,157,353,164,322,260,299,160,313,137,209,313
BUR25,MLG325,0,218,276,322,157,353,164,322,260,299,160,313,137,209,313
BUR74,MLG325,0,218,276,322,157,353,164,322,260,299,160,313,137,209,313
BUR10,MLG326,0,218,276,322,157,353,164,322,260,299,160,313,137,209,318
BUR11,MLG326,0,218,276,322,157,353,164,322,260,299,160,313,137,209,318
BUR12,MLG326,0,218,276,322,157,353,164,322,260,299,160,313,137,209,318
BUR13,MLG326,0,218,276,322,157,353,164,322,260,299,160,313,137,209,318
BUR14,MLG326,0,218,276,322,157,353,164,322,260,299,160,313,137,209,318
BUR4,MLG326,0,218,276,322,157,353,164,322,260,299,160,313,137,209,318
BUR5,MLG326,0,218,276,322,157,353,164,322,260,299,160,313,137,209,318
BUR7,MLG326,0,218,276,322,157,353,164,322,260,299,160,313,137,209,318
BUR8,MLG326,0,218,276,322,157,353,164,322,260,299,160,313,137,209,318
BUR9,MLG326,0,218,276,322,157,353,164,322,260,299,160,313,137,209,318
BUR16,MLG326,0,218,276,322,157,353,164,322,260,299,160,313,137,209,318
BUR17,MLG326,0,218,276,322,157,353,164,322,260,299,160,313,137,209,318
BUR21,MLG326,0,218,276,322,157,353,164,322,260,299,160,313,137,209,318
BUR22,MLG326,0,218,276,322,157,353,164,322,260,299,160,313,137,209,318
BUR23,MLG326,0,218,276,322,157,353,164,322,260,299,160,313,137,209,318
BUR24,MLG326,0,218,276,322,157,353,164,322,260,299,160,313,137,209,318
BUR28,MLG326,0,218,276,322,157,353,164,322,260,299,160,313,137,209,318
BUR29,MLG326,0,218,276,322,157,353,164,322,260,299,160,313,137,209,318
BUR30,MLG326,0,218,276,322,157,353,164,322,260,299,160,313,137,209,318
BUR31,MLG326,0,218,276,322,157,353,164,322,260,299,160,313,137,209,318
BUR33,MLG326,0,218,276,322,157,353,164,322,260,299,160,313,137,209,318
BUR37,MLG326,0,218,276,322,157,353,164,322,260,299,160,313,137,209,318
BUR38,MLG326,0,218,276,322,157,353,164,322,260,299,160,313,137,209,318
BUR40,MLG326,0,218,276,322,157,353,164,322,260,299,160,313,137,209,318
BUR41,MLG326,0,218,276,322,157,353,164,322,260,299,160,313,137,209,318
BUR42,MLG326,0,218,276,322,157,353,164,322,260,299,160,313,137,209,318
BUR43,MLG326,0,218,276,322,157,353,164,322,260,299,160,313,137,209,318
BUR44,MLG326,0,218,276,322,157,353,164,322,260,299,160,313,137,209,318
BUR45,MLG326,0,218,276,322,157,353,164,322,260,299,160,313,137,209,318
BUR46,MLG326,0,218,276,322,157,353,164,322,260,299,160,313,137,209,318
BUR49,MLG326,0,218,276,322,157,353,164,322,260,299,160,313,137,209,318
BUR50,MLG326,0,218,276,322,157,353,164,322,260,299,160,313,137,209,318
BUR51,MLG326,0,218,276,322,157,353,164,322,260,299,160,313,137,209,318
BUR52,MLG326,0,218,276,322,157,353,164,322,260,299,160,313,137,209,318
BUR53,MLG326,0,218,276,322,157,353,164,322,260,299,160,313,137,209,318
BUR54,MLG326,0,218,276,322,157,353,164,322,260,299,160,313,137,209,318
BUR56,MLG326,0,218,276,322,157,353,164,322,260,299,160,313,137,209,318
BUR57,MLG326,0,218,276,322,157,353,164,322,260,299,160,313,137,209,318
BUR58,MLG326,0,218,276,322,157,353,164,322,260,299,160,313,137,209,318
BUR59,MLG326,0,218,276,322,157,353,164,322,260,299,160,313,137,209,318
BUR60,MLG326,0,218,276,322,157,353,164,322,260,299,160,313,137,209,318
BUR61,MLG326,0,218,276,322,157,353,164,322,260,299,160,313,137,209,318
BUR62,MLG326,0,218,276,322,157,353,164,322,260,299,160,313,137,209,318
BUR63,MLG326,0,218,276,322,157,353,164,322,260,299,160,313,137,209,318
BUR64,MLG326,0,218,276,322,157,353,164,322,260,299,160,313,137,209,318
BUR67,MLG326,0,218,276,322,157,353,164,322,260,299,160,313,137,209,318
BUR68,MLG326,0,218,276,322,157,353,164,322,260,299,160,313,137,209,318
BUR69,MLG326,0,218,276,322,157,353,164,322,260,299,160,313,137,209,318
BUR70,MLG326,0,218,276,322,157,353,164,322,260,299,160,313,137,209,318
BUR75,MLG326,0,218,276,322,157,353,164,322,260,299,160,313,137,209,318
BUR76,MLG326,0,218,276,322,157,353,164,322,260,299,160,313,137,209,318
BUR86,MLG326,0,218,276,322,157,353,164,322,260,299,160,313,137,209,318
BUR87,MLG326,0,218,276,322,157,353,164,322,260,299,160,313,137,209,318
BUR88,MLG326,0,218,276,322,157,353,164,322,260,299,160,313,137,209,318
BUR19,MLG327,-,218,276,322,157,353,164,322,260,299,160,313,140,209,318
ALD17,MLG328,1.57E-10,224,256,312,142,392,148,326,236,280,164,298,128,216,308
ALD62,MLG328,1.57E-10,224,256,312,142,392,148,326,236,280,164,298,128,216,308
SCHIF3,MLG329,-,224,256,312,142,476,148,322,242,290,144,298,128,216,318
RIETH62,MLG330,-,224,256,312,145,353,148,326,242,290,144,295,128,211,313
FREIBRUM11,MLG331,-,224,256,312,145,356,152,318,254,295,160,295,128,216,318
FREIBRUM1,MLG332,4.33E-14,224,256,312,145,356,152,322,254,295,160,295,128,216,318
FREIBRUM2,MLG332,4.33E-14,224,256,312,145,356,152,322,254,295,160,295,128,216,318
FREIBRUM4,MLG332,4.33E-14,224,256,312,145,356,152,322,254,295,160,295,128,216,318
FREIBRUM5,MLG332,4.33E-14,224,256,312,145,356,152,322,254,295,160,295,128,216,318
RIETH38,MLG333,3.69E-12,224,261,312,142,392,148,326,236,295,140,292,122,211,313
RIETH60,MLG333,3.69E-12,224,261,312,142,392,148,326,236,295,140,292,122,211,313
WSL001,MLG334,-,224,261,312,145,353,148,322,236,295,160,298,128,211,308
KON241,MLG335,-,224,261,312,145,353,148,322,242,290,144,298,128,216,308
RIETH40,MLG336,-,224,261,312,145,353,148,326,236,280,164,298,128,216,308
KON135,MLG337,-,224,261,312,145,353,148,326,236,290,140,301,128,216,308
KON8,MLG338,7.08E-12,224,261,312,145,353,148,326,236,290,144,301,128,216,308
KON14,MLG338,7.08E-12,224,261,312,145,353,148,326,236,290,144,301,128,216,308
KON20,MLG338,7.08E-12,224,261,312,145,353,148,326,236,290,144,301,128,216,308
KON15,MLG339,-,224,261,312,145,353,148,326,242,290,144,298,128,216,308
KON18,MLG340,-,224,261,312,145,353,152,326,236,290,144,298,128,216,308
KON19,MLG341,-,224,261,312,145,353,152,326,242,290,144,298,128,216,308
RIETH13,MLG342,-,224,261,312,145,389,148,326,236,290,140,298,128,211,313
RIETH18,MLG343,-,224,261,312,145,392,148,326,236,295,140,292,122,211,313
BOHHAS6,MLG344,-,224,261,312,157,389,128,326,236,280,144,298,128,216,318
WSL041,MLG345,0,224,261,312,178,353,148,322,236,295,160,292,128,211,318
WSL052,MLG345,0,224,261,312,178,353,148,322,236,295,160,292,128,211,318
WSL104,MLG345,0,224,261,312,178,353,148,322,236,295,160,292,128,211,318
WSL170,MLG345,0,224,261,312,178,353,148,322,236,295,160,292,128,211,318
WSL177,MLG345,0,224,261,312,178,353,148,322,236,295,160,292,128,211,318
WSL236,MLG345,0,224,261,312,178,353,148,322,236,295,160,292,128,211,318
WSL002,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL003,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL004,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL005,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL006,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL007,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL008,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL009,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL010,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL011,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL012,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL013,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL014,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL015,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL016,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL017,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL018,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL019,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL020,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL021,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL022,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL023,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL024,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL025,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL026,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL027,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL028,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL029,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL030,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL031,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL032,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL033,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL034,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL035,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL036,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL037,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL038,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL039,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL040,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL042,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL043,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL044,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL045,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL046,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL047,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
SCHLIDR105,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL048,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL049,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL050,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL051,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL053,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL054,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL055,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL056,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL057,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL058,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL059,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL060,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL061,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL062,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL063,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL064,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL065,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL066,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL067,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL068,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL069,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL070,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL071,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL072,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL073,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL074,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL075,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL076,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL077,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL078,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL079,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL080,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL081,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL082,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL083,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL084,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL085,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL086,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL087,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL088,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL089,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL090,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL091,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL092,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL093,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL094,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL095,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL096,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL097,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL098,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL099,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL100,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL101,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL102,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL103,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL105,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL106,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL107,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL108,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL109,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL110,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL111,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL112,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL113,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL114,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL115,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL116,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL117,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL118,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL119,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL120,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL121,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL122,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL123,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL124,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL125,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL126,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL127,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL128,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL129,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL130,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL131,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL132,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
WSL133,MLG346,-1.#IND,224,261,312,178,353,148,322,236,295,160,298,128,211,308
